i_brand_id,i_brand,avg(ss_ext_sales_price),sum(ss_ext_sales_price)
1001002.0,scholarunivamalg #5,1490.4638,102842
1002001.0,amalgamalg #2,1786.4810,612763
1002001.0,amalgcorp #1,2312.2353,117924
1002001.0,amalgcorp #8,1702.7295,207733
1002001.0,amalgedu pack #1,2120.1385,137809
1002001.0,amalgedu pack #2,2451.0957,230403
1002001.0,amalgexporti #1,2272.4762,143166
1002001.0,amalgimporto #1,1880.9262,229473
1002001.0,amalgimporto #2,1795.1260,1154266
1002001.0,amalgmaxi #12,1851.3043,212900
1002001.0,amalgmaxi #4,2039.5913,234553
1002001.0,amalgnameless #10,1787.3796,193037
1002001.0,amalgnameless #4,1796.2417,215549
1002001.0,amalgscholar #1,1701.2118,289206
1002001.0,amalgscholar #2,1794.4808,186626
1002001.0,amalgunivamalg #12,1849.4054,205284
1002001.0,amalgunivamalg #17,1674.3008,205939
1002001.0,brandbrand #4,1791.2130,193451
1002001.0,brandmaxi #4,1921.6357,247891
1002001.0,brandunivamalg #2,1643.3857,115037
1002001.0,corpbrand #4,1694.3443,359201
1002001.0,corpbrand #8,1832.6594,591949
1002001.0,corpmaxi #10,2312.7926,312227
1002001.0,corpnameless #10,1853.0154,240892
1002001.0,edu packamalg #2,1942.0281,897217
1002001.0,edu packbrand #1,1695.4483,98336
1002001.0,edu packbrand #8,2005.2302,252659
1002001.0,edu packedu pack #1,2151.3077,139835
1002001.0,edu packedu pack #2,1966.1667,212346
1002001.0,edu packexporti #1,1854.6207,107568
1002001.0,edu packexporti #2,1822.1728,442788
1002001.0,edu packimporto #1,1883.1926,254231
1002001.0,edu packmaxi #10,1887.8421,430428
1002001.0,edu packscholar #2,1715.5217,197285
1002001.0,exportibrand #2,2373.7885,246874
1002001.0,exporticorp #8,2025.4615,236979
1002001.0,exportiimporto #2,1952.7983,455002
1002001.0,exportinameless #2,1995.4760,456964
1002001.0,exportinameless #4,1865.5161,231324
1002001.0,exportinameless #6,1807.6107,236797
1002001.0,exportischolar #2,1754.1750,210501
1002001.0,exportiunivamalg #10,2203.7500,264450
1002001.0,exportiunivamalg #7,1848.9074,99841
1002001.0,importoamalg #1,1925.8184,47300026
1002001.0,importoamalg #2,1990.6417,1144619
1002001.0,importoedu pack #2,2275.9294,580362
1002001.0,importoexporti #1,1914.4000,229728
1002001.0,importoexporti #2,2041.9553,731020
1002001.0,importoimporto #2,1742.4954,573281
1002001.0,importonameless #5,2138.0667,128284
1002001.0,importoscholar #2,1786.9211,203709
1002001.0,importounivamalg #1,2108.0250,252963
1002001.0,maxicorp #2,1784.6480,223081
1002001.0,maximaxi #6,1792.2821,209697
1002001.0,maxinameless #6,1735.2056,185667
1002001.0,maxiunivamalg #6,2117.0923,275222
1002001.0,namelessnameless #2,1601.2750,192153
1002001.0,scholarmaxi #12,1834.8929,411016
1002001.0,scholarmaxi #4,1995.2937,251407
1002001.0,scholarnameless #10,1710.4706,203546
1002001.0,scholarnameless #4,1936.9806,199509
1002001.0,scholarnameless #7,2035.8772,116045
1002001.0,scholarunivamalg #10,1729.3407,233461
1002001.0,scholarunivamalg #9,2032.2095,213382
1002001.0,univbrand #8,2177.2056,232961
1002001.0,univmaxi #8,1725.5619,181184
1002001.0,univunivamalg #4,1910.3426,206317
1002002.0,amalgamalg #1,1764.1455,97028
1002002.0,amalgimporto #1,1861.2466,135871
1002002.0,corpamalgamalg #16,2345.4694,114928
1002002.0,corpbrand #1,1850.0000,107300
1002002.0,corpmaxi #1,1640.5263,93510
1002002.0,edu packamalg #1,1658.1061,109435
1002002.0,edu packscholar #1,1749.9661,103248
1002002.0,exportiamalg #1,1640.1818,216504
1002002.0,exporticorp #5,1587.0870,73006
1002002.0,exportiexporti #1,2083.0000,106233
1002002.0,exportinameless #5,1472.1186,86855
1002002.0,importoamalg #2,1913.5640,60118441
1002002.0,importoscholar #1,1786.9500,107217
1002002.0,maxinameless #9,1650.4821,92427
1002002.0,namelessbrand #7,2198.1563,140682
1002002.0,namelessnameless #1,1286.5593,75907
1002002.0,namelessunivamalg #3,2165.4688,138590
1002002.0,scholarbrand #1,1582.2899,109178
1002002.0,univmaxi #9,1895.8824,128920
1003001.0,amalgamalg #1,2062.4400,103122
1003001.0,amalgamalg #2,1860.9449,236340
1003001.0,amalgamalgamalg #16,1678.7923,218243
1003001.0,amalgbrand #6,1968.2667,206668
1003001.0,amalgexporti #2,2033.2193,463574
1003001.0,amalgimporto #1,1862.2581,115460
1003001.0,amalgimporto #2,1774.1487,608533
1003001.0,amalgmaxi #6,1802.7203,212721
1003001.0,amalgnameless #2,1949.4593,263177
1003001.0,amalgscholar #2,2047.7600,255970
1003001.0,amalgunivamalg #10,1764.0642,192283
1003001.0,brandcorp #2,1489.5288,154911
1003001.0,brandcorp #7,1888.6190,118983
1003001.0,brandunivamalg #16,1972.6917,262368
1003001.0,brandunivamalg #17,2064.5846,134198
1003001.0,brandunivamalg #3,2030.8548,251826
1003001.0,corpbrand #4,1505.1863,153529
1003001.0,corpbrand #9,2387.8684,90739
1003001.0,corpmaxi #4,1671.1966,195530
1003001.0,corpunivamalg #8,1370.0784,69874
1003001.0,edu packamalg #2,1955.4968,928861
1003001.0,edu packamalgamalg #17,1994.7899,237380
1003001.0,edu packbrand #2,2050.6800,256335
1003001.0,edu packcorp #4,1955.5475,432176
1003001.0,edu packedu pack #1,2249.0769,116952
1003001.0,edu packedu pack #2,1854.1037,608146
1003001.0,edu packexporti #1,2330.7742,144508
1003001.0,edu packimporto #2,1752.7500,217341
1003001.0,edu packmaxi #10,2031.9077,264148
1003001.0,edu packmaxi #12,2111.6667,228060
1003001.0,edu packmaxi #6,2492.5508,294121
1003001.0,edu packnameless #4,2053.9500,246474
1003001.0,edu packnameless #5,1519.4068,89645
1003001.0,edu packscholar #2,1864.1909,205061
1003001.0,edu packunivamalg #15,1804.1386,182218
1003001.0,exportiamalg #1,1919.9411,41347852
1003001.0,exportiamalg #2,1877.6205,420587
1003001.0,exportiamalgamalg #4,2003.7759,232438
1003001.0,exportibrand #4,1702.6429,190696
1003001.0,exportiedu pack #2,1855.3227,408171
1003001.0,exportiimporto #1,2254.5345,130763
1003001.0,exportiimporto #2,2384.4878,293292
1003001.0,exportimaxi #2,1805.1982,200377
1003001.0,exportinameless #8,1813.9825,206794
1003001.0,exportischolar #2,1997.7373,235733
1003001.0,exportiunivamalg #12,2297.7686,278030
1003001.0,exportiunivamalg #6,1801.6328,230609
1003001.0,importoamalg #2,1672.9826,192393
1003001.0,importoamalgamalg #15,1751.0286,183858
1003001.0,importoedu pack #1,2117.7708,101653
1003001.0,importoedu pack #2,1937.9719,689918
1003001.0,importoexporti #2,1907.1620,682764
1003001.0,importoimporto #2,2035.0623,718377
1003001.0,importomaxi #6,1517.5138,165409
1003001.0,importoscholar #2,1834.3725,906180
1003001.0,maxiunivamalg #10,1721.7850,184231
1003001.0,namelessmaxi #4,1887.9837,232222
1003001.0,namelessunivamalg #13,1971.9483,114373
1003001.0,scholaramalgamalg #8,1524.4043,71647
1003001.0,scholarmaxi #1,2214.6415,117376
1003001.0,scholarmaxi #8,2177.0000,222054
1003001.0,scholarnameless #4,1750.6271,206574
1003001.0,scholarunivamalg #2,1603.3158,91389
1003001.0,univamalgamalg #13,1765.0364,194154
1003001.0,univbrand #1,1984.1846,128972
1003001.0,univbrand #8,1447.9266,157824
1003002.0,amalgamalg #1,2038.7273,89704
1003002.0,amalgcorp #3,1547.3137,78913
1003002.0,brandmaxi #1,2118.1304,146151
1003002.0,edu packexporti #1,2076.5370,112133
1003002.0,edu packnameless #7,1620.4528,85884
1003002.0,exportiamalg #2,1906.3126,49918702
1003002.0,exportiedu pack #1,2422.1452,150173
1003002.0,exportiimporto #1,1629.8000,97788
1003002.0,exportimaxi #7,1639.9808,85279
1003002.0,exportischolar #1,2095.6786,117358
1003002.0,importoscholar #1,1539.5333,92372
1003002.0,maxicorp #5,2219.9643,124318
1003002.0,maxiunivamalg #1,1612.5932,95143
1003002.0,scholaramalgamalg #9,1914.9630,103408
1003002.0,scholarnameless #5,1277.6833,76661
1004001.0,amalgamalg #1,1513.6667,95361
1004001.0,amalgamalg #2,1938.8879,224911
1004001.0,amalgamalgamalg #10,1920.2230,266911
1004001.0,amalgcorp #6,1960.5887,243113
1004001.0,amalgedu pack #2,2045.4131,965435
1004001.0,amalgexporti #1,1826.3048,191762
1004001.0,amalgexporti #2,2069.7577,674741
1004001.0,amalgimporto #1,2028.4630,109537
1004001.0,amalgimporto #2,1885.0159,237512
1004001.0,amalgnameless #4,2356.6126,261584
1004001.0,amalgnameless #8,1837.7120,229714
1004001.0,amalgscholar #1,1684.1696,188627
1004001.0,amalgscholar #2,1786.4474,610965
1004001.0,brandnameless #6,1852.4364,203768
1004001.0,corpbrand #2,1744.7798,190181
1004001.0,corpcorp #1,1775.2679,99415
1004001.0,corpmaxi #10,1751.6218,208443
1004001.0,corpmaxi #12,2135.4615,222088
1004001.0,corpmaxi #4,2100.0222,283503
1004001.0,corpunivamalg #11,1697.4530,198602
1004001.0,corpunivamalg #12,1995.7361,287386
1004001.0,edu packamalg #1,1933.5780,44853208
1004001.0,edu packamalg #2,1932.4277,1323713
1004001.0,edu packamalgamalg #6,1419.3284,95095
1004001.0,edu packbrand #7,1484.0000,80136
1004001.0,edu packcorp #8,1651.6700,165167
1004001.0,edu packedu pack #1,1825.3554,220868
1004001.0,edu packedu pack #2,1890.5070,674911
1004001.0,edu packexporti #1,1982.3556,89206
1004001.0,edu packexporti #2,1988.6388,952558
1004001.0,edu packimporto #1,2100.5493,149139
1004001.0,edu packimporto #2,1534.0684,179486
1004001.0,edu packmaxi #12,1936.2075,205238
1004001.0,edu packmaxi #5,2287.4394,150971
1004001.0,edu packnameless #6,1969.0818,216599
1004001.0,edu packscholar #2,1891.6000,245908
1004001.0,edu packunivamalg #11,1776.2202,193608
1004001.0,edu packunivamalg #12,1938.8991,211340
1004001.0,exportiamalg #1,1554.8305,91735
1004001.0,exportiamalg #2,1805.2173,606553
1004001.0,exportiedu pack #2,1896.8157,411609
1004001.0,exportiexporti #2,1892.2946,211937
1004001.0,exportiimporto #2,1800.4155,628345
1004001.0,exportinameless #10,1852.3537,424189
1004001.0,exportinameless #9,2114.2600,105713
1004001.0,exportischolar #2,2653.8879,283966
1004001.0,exportiunivamalg #1,1943.3410,336198
1004001.0,exportiunivamalg #2,2063.1257,361047
1004001.0,exportiunivamalg #3,1409.5333,84572
1004001.0,exportiunivamalg #6,2004.1165,206424
1004001.0,importoamalg #1,2056.5167,123391
1004001.0,importoamalg #2,2000.7791,670261
1004001.0,importobrand #10,1762.6900,176269
1004001.0,importobrand #8,1903.0317,239782
1004001.0,importocorp #1,1142.5098,58268
1004001.0,importoedu pack #2,1937.7225,705331
1004001.0,importoexporti #2,2071.0097,213314
1004001.0,importoimporto #2,1878.2844,845228
1004001.0,importomaxi #2,1854.9730,205902
1004001.0,importomaxi #6,2354.8244,308482
1004001.0,importonameless #8,2119.7946,237417
1004001.0,importoscholar #1,1941.1370,141703
1004001.0,importoscholar #2,1727.5339,433611
1004001.0,importounivamalg #5,1665.9913,191589
1004001.0,maximaxi #6,2104.0179,235650
1004001.0,maxiunivamalg #13,1946.2551,190733
1004001.0,namelessnameless #8,2253.9853,306542
1004001.0,namelessunivamalg #13,1991.2258,246912
1004001.0,scholarmaxi #2,2003.1681,226358
1004001.0,scholarmaxi #4,1987.4957,228562
1004001.0,scholarnameless #2,1605.0862,186190
1004001.0,scholarnameless #6,1832.7581,227262
1004001.0,scholarnameless #8,1641.8197,200302
1004001.0,scholarunivamalg #16,2064.6346,107361
1004001.0,univamalgamalg #4,1473.5714,92835
1004001.0,univnameless #4,2008.4951,206875
1004001.0,univnameless #5,2037.7358,108000
1004002.0,amalgexporti #1,1746.7500,125766
1004002.0,amalgscholar #1,1665.5472,88274
1004002.0,brandcorp #3,1495.0000,115115
1004002.0,brandnameless #1,1791.1852,96724
1004002.0,corpbrand #5,1836.8269,95515
1004002.0,edu packamalg #2,1910.3558,60959454
1004002.0,edu packedu pack #1,2043.0411,149142
1004002.0,edu packimporto #1,2040.3488,87735
1004002.0,edu packmaxi #5,2013.2553,94623
1004002.0,edu packunivamalg #7,2142.1400,107107
1004002.0,exportiamalg #1,1639.5490,83617
1004002.0,exportiexporti #1,1860.2254,132076
1004002.0,importoamalg #1,1977.2766,185864
1004002.0,importoedu pack #1,2077.5846,135043
1004002.0,importoscholar #1,1827.2105,208302
1004002.0,scholarbrand #7,2097.9841,132173
1004002.0,scholarcorp #1,1957.9655,113562
1004002.0,scholarunivamalg #15,2119.3265,103847
1004002.0,univunivamalg #1,2388.7321,133769
1004002.0,univunivamalg #7,1792.9592,87855
2001001.0,amalgamalg #1,2341.2115,121743
2001001.0,amalgbrand #2,1761.5630,209626
2001001.0,amalgbrand #4,1990.7120,248839
2001001.0,amalgbrand #6,1861.0000,388949
2001001.0,amalgedu pack #1,2185.7193,124586
2001001.0,amalgedu pack #2,1731.6330,651094
2001001.0,amalgexporti #1,1898.0513,148048
2001001.0,amalgexporti #2,1824.6519,246328
2001001.0,amalgimporto #1,1907.0287,45333887
2001001.0,amalgimporto #2,1941.0077,502721
2001001.0,amalgmaxi #4,1846.7823,229001
2001001.0,amalgmaxi #6,2165.6598,210069
2001001.0,amalgnameless #2,1750.4538,208304
2001001.0,amalgnameless #8,1942.1081,215574
2001001.0,amalgscholar #2,1976.9455,217464
2001001.0,brandmaxi #10,1758.1802,195158
2001001.0,brandmaxi #7,1663.0566,176284
2001001.0,brandunivamalg #7,1734.6842,230713
2001001.0,corpcorp #8,2014.9794,195453
2001001.0,corpmaxi #6,1664.5242,206401
2001001.0,corpnameless #8,1592.0930,205380
2001001.0,corpunivamalg #14,1896.6349,238976
2001001.0,edu packamalg #1,2130.5424,125702
2001001.0,edu packbrand #4,2238.0000,250656
2001001.0,edu packcorp #1,2126.2128,99932
2001001.0,edu packcorp #2,1688.5540,234709
2001001.0,edu packedu pack #2,1922.4492,359498
2001001.0,edu packexporti #2,1763.7911,396853
2001001.0,edu packimporto #2,1959.2210,1099123
2001001.0,edu packmaxi #1,2072.3667,124342
2001001.0,edu packnameless #2,2060.2481,274013
2001001.0,edu packnameless #5,1855.8136,109493
2001001.0,edu packnameless #7,1755.9344,107112
2001001.0,edu packnameless #8,1656.0696,190448
2001001.0,edu packscholar #2,2180.1237,211472
2001001.0,edu packunivamalg #10,1811.6136,239133
2001001.0,exportiamalg #2,1952.5178,384646
2001001.0,exportibrand #6,1748.1532,216771
2001001.0,exportiedu pack #2,1903.3306,236013
2001001.0,exportiexporti #1,1647.5294,112032
2001001.0,exportiexporti #2,1960.0537,656618
2001001.0,exportiimporto #1,1683.3793,97636
2001001.0,exportiimporto #2,2122.9342,515873
2001001.0,exportinameless #3,1648.3137,84064
2001001.0,exportinameless #6,1619.9167,174951
2001001.0,exportischolar #2,1906.6667,429000
2001001.0,exportiunivamalg #14,1566.0357,87698
2001001.0,exportiunivamalg #2,1798.9397,208677
2001001.0,exportiunivamalg #6,1756.7000,386474
2001001.0,importoamalg #2,2116.7773,541895
2001001.0,importobrand #6,1875.1682,412537
2001001.0,importoedu pack #2,2127.6471,217020
2001001.0,importoexporti #1,1633.9815,88235
2001001.0,importoexporti #2,2079.5980,212119
2001001.0,importoimporto #1,1549.6667,88331
2001001.0,importoimporto #2,1932.6444,635840
2001001.0,importomaxi #4,1979.1872,433442
2001001.0,importoscholar #2,1897.1018,633632
2001001.0,maxibrand #4,1864.5221,210691
2001001.0,scholaramalgamalg #12,2207.5041,267108
2001001.0,scholarbrand #8,2047.8485,270316
2001001.0,scholarmaxi #10,2115.5397,266558
2001001.0,scholarnameless #2,2190.7757,234413
2001001.0,scholarunivamalg #6,2045.9469,231192
2001001.0,scholarunivamalg #9,1962.0400,245255
2001001.0,univamalgamalg #13,1764.1553,181708
2001001.0,univamalgamalg #2,1834.2222,214604
2001001.0,univmaxi #2,1626.5304,187051
2001001.0,univmaxi #3,1746.9231,113550
2001001.0,univunivamalg #4,1996.3333,233571
2001002.0,amalgimporto #2,1921.6427,53415901
2001002.0,amalgunivamalg #7,2002.8545,110157
2001002.0,corpamalgamalg #15,1864.4386,106273
2001002.0,edu packamalg #1,1918.8837,82512
2001002.0,edu packedu pack #1,1694.1376,184661
2001002.0,edu packscholar #1,1638.6500,196638
2001002.0,exportiamalgamalg #2,2993.8033,182622
2001002.0,exportiedu pack #1,1501.1913,172637
2001002.0,exportiimporto #1,1688.2295,205964
2001002.0,exportinameless #1,1781.1515,117556
2001002.0,exportischolar #1,1819.2500,130986
2001002.0,importoedu pack #1,2194.8361,133885
2001002.0,importonameless #5,2178.8000,152516
2001002.0,importonameless #7,1453.8704,78509
2001002.0,scholarbrand #3,1770.1594,122141
2001002.0,univamalgamalg #14,2341.7813,149874
2002001.0,amalgamalg #1,2284.6190,143931
2002001.0,amalgamalg #2,1722.2098,599329
2002001.0,amalgbrand #4,2027.1111,492588
2002001.0,amalgbrand #5,1775.2500,106515
2002001.0,amalgedu pack #2,2126.0596,499624
2002001.0,amalgexporti #2,1771.7442,228555
2002001.0,amalgimporto #1,2063.8155,212573
2002001.0,amalgmaxi #4,1680.7087,213450
2002001.0,amalgnameless #2,1783.5818,196194
2002001.0,amalgscholar #1,1915.7414,222226
2002001.0,amalgscholar #2,2227.0714,249432
2002001.0,amalgunivamalg #10,1400.8351,135881
2002001.0,brandbrand #6,1666.2018,189947
2002001.0,brandcorp #4,1826.3509,208204
2002001.0,brandmaxi #4,2282.7913,262521
2002001.0,brandnameless #3,1877.1224,91979
2002001.0,brandnameless #6,1714.9286,192072
2002001.0,corpamalgamalg #5,1777.3607,216838
2002001.0,corpbrand #4,1812.0093,193885
2002001.0,corpcorp #6,1920.3730,483934
2002001.0,corpmaxi #6,2335.3274,263892
2002001.0,corpnameless #6,2124.4065,261302
2002001.0,corpnameless #8,1611.7714,169236
2002001.0,corpunivamalg #11,1971.3203,252329
2002001.0,edu packamalg #2,1663.7000,183007
2002001.0,edu packbrand #2,2038.9766,260989
2002001.0,edu packbrand #6,1939.0351,221050
2002001.0,edu packbrand #8,1848.3431,441754
2002001.0,edu packedu pack #1,2189.6792,116053
2002001.0,edu packedu pack #2,2276.9170,603383
2002001.0,edu packexporti #1,1685.3390,99435
2002001.0,edu packexporti #2,2225.3490,567464
2002001.0,edu packimporto #1,1570.7818,86393
2002001.0,edu packimporto #2,2012.0748,967808
2002001.0,edu packnameless #10,1684.5333,227412
2002001.0,edu packscholar #2,1981.9283,1353657
2002001.0,edu packunivamalg #11,2247.7203,265231
2002001.0,exportiamalg #1,1987.8246,113306
2002001.0,exportiamalg #2,2068.3839,463318
2002001.0,exportibrand #1,2098.1111,132181
2002001.0,exportiedu pack #2,1789.4177,424092
2002001.0,exportiexporti #2,2024.2574,275299
2002001.0,exportiimporto #1,1853.3540,298390
2002001.0,exportiimporto #2,1840.7704,1058443
2002001.0,exportimaxi #10,2116.4300,211643
2002001.0,exportinameless #6,2074.8485,273880
2002001.0,exportinameless #8,1721.0603,199643
2002001.0,exportischolar #1,1879.2600,93963
2002001.0,exportischolar #2,1843.6214,448000
2002001.0,importoamalg #1,1607.1538,188037
2002001.0,importoamalg #2,2118.9664,504314
2002001.0,importoamalgamalg #13,1723.8585,182729
2002001.0,importobrand #10,2108.3171,259323
2002001.0,importobrand #2,1794.0420,213491
2002001.0,importobrand #7,1803.8438,115446
2002001.0,importoedu pack #2,1991.4783,274824
2002001.0,importoexporti #1,2253.3182,148719
2002001.0,importoexporti #2,1756.2155,203721
2002001.0,importoimporto #1,1917.3781,53211077
2002001.0,importoimporto #2,1734.4615,383316
2002001.0,importomaxi #6,1971.5254,232640
2002001.0,importoscholar #2,1859.7778,636044
2002001.0,importounivamalg #16,1628.0234,208387
2002001.0,importounivamalg #2,1618.9725,176468
2002001.0,maxibrand #6,1779.1181,225948
2002001.0,maxiunivamalg #3,1976.1496,250971
2002001.0,namelessbrand #3,2099.4444,113370
2002001.0,namelessnameless #1,2176.4000,119702
2002001.0,namelessnameless #10,2051.3821,252320
2002001.0,namelessnameless #6,2385.0909,262360
2002001.0,namelessunivamalg #6,1844.0102,180713
2002001.0,namelessunivamalg #7,1456.7455,160242
2002001.0,scholaramalgamalg #3,2224.4400,222444
2002001.0,scholarbrand #10,1570.2276,193138
2002001.0,scholarbrand #2,1998.7132,257834
2002001.0,scholarbrand #7,1998.1538,103904
2002001.0,scholarmaxi #4,1774.1359,182736
2002001.0,scholarmaxi #9,1906.5294,129644
2002001.0,scholarnameless #9,2010.1695,118600
2002001.0,scholarunivamalg #4,1622.9174,196373
2002001.0,univamalgamalg #15,2083.3538,270836
2002001.0,univbrand #2,1713.2143,215865
2002001.0,univbrand #8,1799.1818,197910
2002001.0,univmaxi #8,2020.2734,258595
2002001.0,univnameless #4,1997.0213,187720
2002002.0,amalgcorp #1,1715.4333,102926
2002002.0,amalgedu pack #1,1982.1940,132807
2002002.0,amalgexporti #1,2179.5455,119875
2002002.0,amalgscholar #1,1900.0625,91203
2002002.0,brandcorp #7,1610.9636,88603
2002002.0,edu packamalg #1,1619.3818,89066
2002002.0,edu packedu pack #1,1782.4393,190721
2002002.0,edu packexporti #1,2201.9500,132117
2002002.0,edu packimporto #1,1646.3565,189331
2002002.0,edu packnameless #3,2190.4074,118282
2002002.0,edu packscholar #1,1849.3284,123905
2002002.0,exportiamalg #1,2056.4588,349598
2002002.0,exporticorp #3,1538.7500,104635
2002002.0,exporticorp #7,1666.9365,105017
2002002.0,exportiedu pack #1,2024.4130,93123
2002002.0,exportiexporti #1,1609.6232,111064
2002002.0,exportiimporto #1,1797.1250,100639
2002002.0,exportischolar #1,1803.9459,133492
2002002.0,importoamalg #1,2230.0781,142725
2002002.0,importoedu pack #1,2384.6903,269470
2002002.0,importoexporti #1,1602.3061,78513
2002002.0,importoimporto #2,1910.8161,58148044
2002002.0,importoscholar #1,1695.8346,215371
2002002.0,scholarmaxi #1,1935.0625,123844
2003001.0,amalgamalg #1,1978.8261,136539
2003001.0,amalgedu pack #1,1794.9516,111287
2003001.0,amalgedu pack #2,2082.4027,470623
2003001.0,amalgexporti #2,2078.0451,507043
2003001.0,amalgimporto #1,1949.9200,97496
2003001.0,amalgimporto #2,2047.6727,681875
2003001.0,amalgnameless #4,2014.9912,229709
2003001.0,amalgscholar #2,2210.5176,563682
2003001.0,amalgunivamalg #6,2081.3040,260163
2003001.0,brandnameless #9,1593.9057,168954
2003001.0,brandunivamalg #5,1858.8843,224925
2003001.0,corpcorp #2,2395.2174,275450
2003001.0,corpcorp #4,1846.3833,221566
2003001.0,corpcorp #8,1687.7840,210973
2003001.0,corpmaxi #2,1764.9878,432422
2003001.0,corpnameless #6,2308.2000,230820
2003001.0,corpunivamalg #12,1756.9922,226652
2003001.0,edu packamalg #2,1728.9800,779770
2003001.0,edu packamalgamalg #10,2128.3968,134089
2003001.0,edu packamalgamalg #9,1471.7679,164838
2003001.0,edu packedu pack #1,1948.2667,116896
2003001.0,edu packedu pack #2,2238.7185,302227
2003001.0,edu packimporto #1,2428.4681,114138
2003001.0,edu packimporto #2,1920.7906,449465
2003001.0,edu packnameless #4,1809.9118,184611
2003001.0,edu packnameless #6,1792.7638,227681
2003001.0,edu packscholar #2,1887.2437,224582
2003001.0,edu packunivamalg #8,2126.6075,227547
2003001.0,exportiamalgamalg #15,2254.6476,236738
2003001.0,exportiamalgamalg #5,2249.5455,98980
2003001.0,exportibrand #5,2723.5893,152521
2003001.0,exportibrand #8,2027.2358,214887
2003001.0,exportiedu pack #1,1758.7143,123110
2003001.0,exportiedu pack #2,1959.3009,221401
2003001.0,exportiexporti #2,1854.0345,430136
2003001.0,exportiimporto #1,1884.3320,39936533
2003001.0,exportinameless #4,2016.5882,239974
2003001.0,exportischolar #2,1733.4955,573787
2003001.0,importoamalg #2,1771.0915,580918
2003001.0,importobrand #1,1837.2069,106558
2003001.0,importocorp #4,1677.8584,189598
2003001.0,importocorp #6,2182.4146,268437
