ss_promo_sk,avg(ss_wholesale_cost),avg(ss_list_price),avg(ws_wholesale_cost),avg(ws_list_price),sum(ss_wholesale_cost),sum(ss_list_price),sum(ws_wholesale_cost),sum(ws_list_price)
62,50.2385,75.1886,51.3102,102.9723,475702500,711951500,485849433,975031910
63,50.5271,75.5140,50.5347,101.0160,483728292,722943684,483800517,967089735
64,50.5705,76.0572,49.5391,99.2982,467850180,703639440,457740324,918082976
65,50.5638,75.8588,50.0119,100.5799,475002612,712627272,469817816,944860456
66,49.9357,74.6953,51.2473,103.2417,466571425,697911122,478826292,964632440
67,50.2542,75.4432,51.5825,102.4058,468642216,703541307,481029120,954979200
68,50.8515,76.3241,50.1321,98.9730,480941200,721854344,474137345,936061577
69,50.5853,75.7600,50.9354,100.5420,484931683,726267202,488287890,963837576
70,51.2280,76.8567,49.8897,99.4211,485116736,727814080,471858920,940910900
71,50.4602,75.7693,49.7215,99.5239,474222996,712076820,467280330,934741390
72,50.0358,75.2309,51.9744,103.9790,446558830,671419119,463860020,927380160
73,50.0801,75.2477,51.9802,104.0767,491388649,738333889,510032645,1021205816
74,50.0976,74.9010,50.8060,101.8257,470740760,703804248,477397074,956801890
75,50.6852,75.9489,52.5553,103.8060,480099856,719401599,497504483,982658040
76,50.7646,76.3325,50.0539,99.3790,483890550,727605450,477116653,946711652
77,50.9362,76.5918,50.5158,101.3622,478023850,718796125,474078813,951260700
78,49.7684,74.3043,50.5042,100.0061,490325550,732057150,497575372,985274710
79,50.8919,76.4102,50.9518,100.4117,469634172,705119184,470186458,926605974
80,49.7585,74.6036,51.3011,103.5520,485243904,727533402,500287392,1009837400
81,50.2528,75.3083,51.0832,102.1390,462067200,692448750,469702128,939153222
82,50.7305,75.9474,51.0490,103.2340,446053641,667776846,448854413,907697604
83,51.1182,76.4800,50.8142,103.2959,502702330,752112530,499712444,1015822830
84,50.6770,76.5396,48.7612,96.4222,473354216,714927128,455172688,900075404
85,50.4194,75.4463,50.2463,99.9797,485964136,727184976,484296000,963054645
86,50.2255,75.4525,49.9840,100.2703,458495359,688785006,456290200,915340656
87,50.5950,75.3246,51.3467,102.5751,467721816,696333294,474670820,948248275
88,49.9586,74.8680,51.4447,100.7892,464923641,696735468,478753200,937962840
89,50.7028,75.8477,50.3606,99.5496,483858845,723817160,480295338,949416757
90,50.4954,75.4875,51.4870,102.1708,485265270,725441850,494794286,981870655
91,50.1170,75.3206,50.1406,100.8306,456391172,685907942,456605555,918214430
92,49.8458,74.6624,50.4099,100.9570,464605016,695916252,469569477,941004285
93,51.0735,76.7735,51.0150,101.8584,476733803,716624356,476187471,950773617
94,50.1361,74.8632,50.5486,100.6774,460961375,688306540,464753748,925647642
95,51.3297,76.9622,50.1578,100.2967,486481661,729416224,475374557,950570404
96,50.8561,76.0753,50.2347,98.6364,496769427,743113503,490699180,963493020
97,50.7835,76.0500,50.6993,101.0873,461376080,690925648,460610460,918393054
98,50.6811,76.2402,49.9171,100.6405,459716800,691558100,452786929,912887892
99,50.3538,75.1215,50.2795,99.6653,469290635,700123127,468316504,928867384
100,50.7190,76.3057,50.4139,100.2589,476502132,716888341,473636324,940756324
101,50.7821,76.0697,51.9006,104.9057,469378500,703112640,479717550,969643350
102,50.4249,75.7632,50.7721,101.4562,479271450,720103740,482279911,964307130
103,50.8390,76.2493,51.0205,103.8236,482019510,722941520,483740127,984381684
104,50.2375,75.3085,50.7633,100.3770,474315388,711022728,479279928,947705424
105,50.4612,75.6963,49.9660,99.5343,462574008,693901546,458034360,912423120
106,50.6235,76.1922,51.4161,103.8329,469528956,706677192,476881008,963042792
107,49.9446,75.1238,50.8690,101.7114,464013276,697942098,472601052,944955198
108,51.0340,76.5749,50.3589,99.8665,496463590,744927085,489896032,971509962
109,49.8414,74.7135,50.6644,101.8410,465143610,697262105,472824064,950429184
110,50.7835,76.3666,50.9356,101.0846,455368527,684768851,456732192,906411078
111,49.8644,74.9853,50.8243,101.1176,441488346,663902840,449986796,895272013
112,49.5347,73.9404,50.8814,101.2878,453206880,676501056,465527970,926119530
113,50.3606,75.5352,51.2728,103.5073,459881510,689770620,468212070,945205815
114,50.8120,76.3494,50.7945,101.6021,468530376,704007872,468074688,936271008
115,50.7114,76.1370,50.0658,99.9923,459728808,690227571,453875940,906489360
116,50.4450,75.5587,52.2920,105.2080,466773846,699153826,483864374,973501711
117,50.6494,76.0033,50.8449,102.4715,464711180,697334580,466505345,940182335
118,50.5768,76.0286,50.3364,100.4399,484882611,728890923,482578272,962923698
119,50.9306,76.3438,51.0195,102.5318,482132187,722705517,482974120,970612870
120,49.7284,74.6183,50.5415,100.6275,488192150,732541150,496174677,987877411
121,50.9045,76.1748,51.4424,102.8580,502706138,752261694,507714102,1015771390
122,50.6188,75.6437,50.6185,101.2627,454887702,679775654,454593384,909417488
123,50.7060,76.2045,50.1448,101.8681,461023290,692858240,455627475,925597641
124,51.0185,76.5692,50.2735,99.7428,469983052,705356806,462832104,918832632
125,51.2013,76.4483,51.3673,103.1252,451472934,674090417,452936354,909317352
126,49.8717,75.1021,50.5731,98.6528,481980456,725818176,488759164,953421484
127,50.6281,75.9120,49.6733,97.7901,485360761,727752161,476207676,937493256
128,49.9699,75.1181,49.6370,97.8275,465173709,699279735,462074091,910682559
129,50.4052,75.6414,50.1154,100.9911,458889653,688641206,456251736,919425299
130,50.6753,76.0665,51.2561,102.4381,492588817,739403665,498234378,995748506
131,50.7252,76.1693,51.6006,104.3559,466923258,701134218,474677890,959977326
132,50.7530,76.0563,52.3185,104.0038,471539420,706629660,486084600,966285950
133,51.2064,76.9535,51.0378,102.6906,463126275,695991546,461601903,928766030
134,50.2567,75.3046,49.9770,98.3644,480087452,719363060,477416338,939063590
135,50.7086,76.6273,50.8102,100.1942,481842880,728126879,482808276,952063956
136,50.9116,76.4557,49.7831,99.8041,491527296,738143744,480631878,963561348
137,50.2225,75.5175,50.3260,100.1604,438068400,658705740,438971328,873655008
138,50.8714,76.7474,50.3044,102.4909,466840766,704302289,461347712,939364944
139,50.4730,75.8660,49.6115,99.5432,468185004,703729068,460194160,923358252
140,51.2157,76.6141,51.5419,102.4694,478395200,715636800,481442346,957145938
141,50.7436,75.9245,50.4304,102.2621,467315955,699216330,464431499,941768870
142,50.5406,75.5465,49.9236,100.2751,471257923,704422381,465220800,934428800
143,50.2964,75.5747,50.5903,101.9588,442365168,664692224,444950312,896744508
144,50.2788,75.2914,50.1614,99.8770,449799028,673563695,448748762,893508748
145,50.2677,75.2909,49.8115,99.1032,439155864,657766872,435170070,865798632
146,50.1920,75.2854,51.5025,101.6628,469229424,703818984,481481014,950413858
147,50.2914,75.3697,49.6654,99.6787,468794958,702564780,462959816,929162432
148,50.6973,75.9497,51.4207,103.0781,478777236,717256724,485608232,973452536
149,50.7161,76.1444,50.5133,100.3411,467406660,701757000,465537563,924757987
150,49.9699,74.4768,49.8170,99.6700,466787138,695715295,465358476,931054164
151,50.9067,76.0749,48.3541,96.2562,472689646,706387110,448988083,893779133
152,50.4368,75.4947,50.3740,99.7217,478464000,716172800,477569092,945408695
153,50.2200,75.1137,50.2952,100.2254,477104729,713601773,477819504,952171020
154,50.6215,76.0984,50.8804,101.8968,464055480,697606340,466428582,934104594
155,50.6868,76.1707,50.6429,102.1528,501571218,753747104,501136867,1010852997
156,50.7785,76.1842,50.1215,100.9186,463137924,694857012,457145382,920452488
157,50.6653,76.2036,50.9423,101.6399,469622686,706339656,472189630,942111410
158,50.3697,75.6642,51.6271,103.0469,474035670,712085694,485869200,969788500
159,50.1122,74.9717,49.4337,99.2935,469839801,702916528,463478557,930952568
160,50.6499,75.7202,49.7623,99.2942,457592965,684088956,449574416,897066700
161,50.5133,75.8955,50.9462,101.9994,456568520,685986848,460481494,921331790
162,50.8855,76.3329,50.9828,102.8952,483240096,724903392,484164076,977155575
163,50.3319,75.7569,50.0229,100.5045,463537790,697692300,460692176,925607872
164,49.8399,75.1969,50.6416,101.1366,461232800,695893520,468651684,935946840
165,50.6253,75.9815,50.6198,100.4715,477119152,716088384,476771832,946895184
166,50.7414,76.4551,50.9282,100.4177,476244896,717586416,477998400,942493200
167,50.5705,76.1294,49.5670,98.7486,462936084,696909759,453465800,903971775
168,50.9397,76.4884,49.5983,98.7119,459527741,690002783,447427074,890481210
169,51.0595,76.2913,50.8468,101.1150,478012808,714230636,475733316,946627014
170,51.4724,77.0964,49.7163,98.3001,475035548,711517664,458828150,907205376
171,50.3181,75.2821,50.0645,99.8279,463655940,693686301,461318650,919862853
172,50.3056,75.7860,50.6472,102.4052,477188040,718889584,480428091,971393346
173,50.9070,76.3106,49.8274,99.8212,477508690,715795088,467382060,936325530
174,50.0676,74.7451,49.8070,99.7804,472979320,706103580,470517405,942607287
175,51.4224,77.0274,50.2266,100.6566,494439732,740637882,482941446,967839021
176,51.0630,76.9510,50.4302,100.5164,472689510,712334310,466831248,930477862
177,50.7183,76.0739,50.1427,101.1918,443725139,665556077,438404400,885308130
178,49.6909,74.4908,50.7448,102.2992,445989032,668575160,455448550,918163350
179,50.9978,76.5719,50.0764,100.2895,475494684,713943468,466904324,935082204
180,50.5591,75.7814,50.4461,102.1501,470591523,705354846,469540170,950188650
181,50.5525,76.1881,50.2377,99.9776,464482056,700025112,461302648,918034096
182,50.4962,75.3896,50.6777,101.6467,436135470,651139327,437702720,877921408
183,50.6045,75.9503,50.2988,101.4810,479735080,720015010,476836392,962047824
184,50.4063,75.7079,49.7753,99.9914,490535883,736762491,484395816,973080964
185,50.6678,75.9194,50.2304,100.1695,485412588,727330347,481222238,959653980
186,49.5429,74.1812,50.5041,101.5413,463435544,693908306,472129002,949241814
187,50.1353,75.1338,50.8032,100.2407,480201660,719639352,486598905,960115800
188,50.1908,75.5787,50.0715,100.8615,452153149,680864634,451078038,908629450
189,50.4585,75.5429,50.0927,100.5420,470222663,703983311,466813701,936950229
190,50.5784,76.1051,50.0849,101.7532,467656300,703679860,462799568,940826040
191,50.9239,76.1741,50.2938,101.2319,494182058,739218332,488067020,982387807
192,50.4992,75.8220,49.6508,99.1649,475544465,714006535,467555472,933823872
193,50.7395,76.1182,51.0590,101.4828,457062831,685675254,459940992,914160744
194,50.2304,75.3391,51.2054,101.6815,480735328,721040824,490066200,973153350
195,49.9448,74.8068,52.0644,103.5012,480758742,720075620,501161904,996282824
196,50.7968,76.1038,51.7905,104.4004,459873051,688982118,468868699,945156225
197,50.9199,76.2262,51.0584,101.8802,478834728,716807016,480136800,958048520
198,50.6859,76.0091,50.9284,101.6722,459599810,689221305,461799182,921923898
199,50.4638,75.2521,49.2984,97.8181,489230884,729546404,477932874,948316797
200,49.9988,75.0136,50.4375,100.3309,469150413,703870848,473267424,941428674
201,50.5440,75.5719,50.2615,100.0467,472305463,706177883,469666292,934881722
202,50.2849,75.5781,50.7395,100.9026,480058249,721525872,484398342,963292835
203,50.3038,75.3718,50.6280,102.1190,476835870,714459330,479909748,967999306
204,50.1069,74.8672,50.6918,102.4377,474937820,709628325,480481656,970954620
205,51.1001,76.7639,49.5599,98.4794,468416790,703667286,454298190,902725608
206,50.6482,75.7107,51.1166,101.9043,454404096,679259136,458308224,914262525
207,50.8450,75.9919,50.8569,102.2534,468502236,700214532,468611847,942196233
208,50.1396,75.1033,48.5684,95.9930,461509528,691287130,447047559,883566495
209,51.1926,76.6722,50.5813,99.7287,489182184,732657411,483340802,952978628
210,50.9732,76.5025,50.8182,100.3771,487359309,731447148,485877898,959714592
211,50.2591,75.3935,50.8618,102.2001,465871848,698852544,471458416,947334146
212,50.9756,76.5521,50.7456,102.1305,455041923,683354679,452988639,911683818
213,51.0958,76.4064,50.8899,100.1133,471032930,704362563,469134864,922907304
214,51.0280,76.4407,50.6847,101.2984,482227065,722383215,478982912,957294592
215,49.8383,74.9120,50.3413,100.7169,472969920,710920416,477742955,955811550
216,50.2755,74.9642,50.3847,101.8471,468599964,698714436,469617760,949280320
217,50.3934,75.3779,50.0336,98.3764,486521980,727733790,483048020,949771525
218,50.6423,76.0344,50.6811,100.9509,463077960,695265660,463432833,923104512
219,50.2136,75.4353,50.8601,101.0119,490884240,737449440,497204455,987484300
220,50.8540,76.5828,50.9172,100.8790,469558430,707124110,470142057,931461678
221,50.9131,76.5194,50.8114,102.8749,480922069,722798067,479962212,971750960
222,49.9384,74.7941,50.2693,100.0774,475729392,712512176,478585575,953368875
223,50.3851,75.5499,49.1034,99.1977,475330470,712734105,462955950,935253530
224,50.4779,76.0201,50.8510,101.5760,481616512,725317320,485175945,969149858
225,51.6543,77.0617,51.2234,101.4431,485355746,724090554,481307400,953183280
226,50.2380,75.0609,51.3497,103.5012,471099162,703871856,481224870,970566310
227,50.4999,76.0458,50.8839,102.6046,456019872,686702464,459487574,926530956
228,50.4000,75.7771,50.9600,103.0628,481631605,724139647,486982272,984885888
229,50.4902,75.6662,51.8608,104.8791,502056704,752398176,515686028,1042881125
230,50.3281,75.1806,50.7108,101.9316,478938567,715443195,482580525,969426987
231,50.8307,76.4374,50.6190,101.3404,468100542,703912272,466151012,933244258
232,50.2632,75.2810,51.2675,102.9610,465551576,697273857,474853656,953653545
233,50.5704,76.1664,49.7448,100.1906,445474960,670950124,438201750,882579000
234,50.5341,75.9013,50.1479,101.0724,468623113,703863440,465041660,937284944
235,50.7609,76.1471,50.3976,100.6241,472640107,709014222,469257566,936922676
236,50.3033,75.4980,49.4628,98.3861,469694145,704943015,461553959,918654322
237,50.6423,75.9524,50.9934,102.3305,487157632,730630784,490535193,984377118
238,50.6639,76.2509,50.1193,100.3335,485036560,729996036,479822805,960553755
239,50.3930,75.6353,49.7930,99.1078,485260132,728330456,479481882,953781783
240,50.1995,75.1794,50.5342,101.5919,460054282,688982439,462828372,930450848
241,50.0025,75.2129,49.4527,98.4461,486032250,731080350,480687927,956910476
242,50.2210,75.5615,49.5774,99.4970,445584979,670418245,439874028,882785376
243,50.7735,76.0198,49.6435,98.5821,501542784,750926448,490084400,973798180
244,51.0091,76.5142,50.1269,98.8590,477793295,716695651,469530451,925995577
245,50.3076,75.2531,49.0876,98.0660,454357980,679655070,443338912,885692023
246,50.4485,75.5869,50.4978,100.0006,471526206,706486914,471987462,934674366
247,50.9391,76.6141,50.7031,100.0726,451114631,678492221,449024800,886239712
248,50.4879,75.6644,49.9528,99.7405,484925499,726739821,479785988,957986084
249,50.6934,76.3492,51.0390,102.7704,500575140,753914316,503987360,1014812320
250,50.6253,76.0675,50.4257,100.8647,442101868,664284556,440359222,880834264
251,50.4859,75.9129,50.2250,100.9465,482657685,725746128,480163216,965074240
252,50.4594,75.6949,50.9035,101.3020,471763236,707699916,475915636,947109724
253,49.9103,74.4888,49.9631,99.8256,491440320,733452720,491667568,982930727
254,50.4738,75.4729,51.3411,102.5668,462748569,691943109,470403779,939750367
255,49.8830,74.5819,50.9209,101.2877,476628480,712624680,486545768,967796804
256,51.1445,76.8367,50.1245,101.4982,501852534,753956328,491844528,995945760
257,50.1088,75.1181,50.6356,101.1934,463977731,695548991,468855514,936990130
258,51.0551,76.5784,50.6249,100.5604,474239760,711319890,469948006,934083222
259,50.1855,74.7796,49.7884,98.2296,482786464,719383408,478966474,944973267
260,50.7721,76.2644,50.8502,101.5181,474245883,712361700,474975890,948248782
261,50.1498,75.7433,51.3358,102.5797,479512000,724227200,490545936,980213400
262,51.2134,77.2591,51.0111,101.8660,476517265,718860007,474342120,947232020
263,50.4697,75.8353,51.2074,102.9677,473565215,711573940,480486300,966161000
264,50.2092,75.2884,50.4224,100.6512,461734128,692366964,463694400,925019550
265,50.6564,75.9527,51.4917,101.7103,488059609,731781593,496107400,979948700
266,51.0712,76.5632,51.2215,102.2936,488173164,731843268,489609828,977791218
267,50.7203,76.0449,50.9305,102.6356,448605850,672593656,450465120,907781112
268,50.4391,75.6657,51.4720,104.4327,451981048,678033769,461236281,935196240
269,50.0132,75.1315,51.0202,102.9890,476329349,715557255,485919360,980874074
270,50.3929,75.8896,50.9581,102.2641,460736325,693848925,465903495,934988130
271,50.8380,75.8444,50.9714,101.5907,476444080,710798900,477694544,952088581
272,51.1226,76.5535,49.7295,98.4473,481767156,721421584,468638744,927742662
273,50.6991,76.3285,51.4108,102.4884,483774419,728332611,490565425,977952150
274,51.0459,76.6973,50.5240,99.2302,470200165,706483803,465392544,914041916
275,51.0039,76.0868,52.0165,103.8779,468698945,699196927,478004124,954582800
276,49.9740,75.2722,50.7151,102.0668,449352518,676827233,456016920,917757975
277,49.9168,74.8892,49.8739,98.8820,465326532,698119560,464926462,921781971
278,51.0065,76.8169,51.3038,102.5344,471837986,710599085,474588455,948500180
279,49.9546,74.9349,50.7952,101.9641,458769472,688181680,466489055,936410642
280,50.0770,75.2550,51.1275,103.5442,500621764,752327662,511123503,1035136091
281,50.8437,76.2440,50.8121,101.0183,464959690,697242078,464670408,923799690
282,50.3704,75.7758,50.7102,100.7269,471168292,708812378,474347284,942206693
283,49.6497,74.9053,50.8560,103.1990,454525324,685731052,465568530,944750208
284,50.5537,75.7868,49.3639,100.5844,477407280,715696800,466171105,949874435
285,49.8710,74.4021,51.4229,103.0881,445218576,664217992,459073454,920309376
286,50.6120,75.6525,50.4703,101.4327,476396279,712095912,475062294,954757272
287,50.0464,75.2128,51.3928,102.0480,455311680,684270332,467262159,927817317
288,51.1759,77.1749,50.9827,102.6393,486517595,733683849,484680752,975767856
289,50.3151,75.4257,50.1726,101.9260,467491050,700799330,466166778,945814760
290,50.8497,76.1063,49.9078,101.6338,465601708,696862595,456977605,930603270
291,50.1580,75.3269,50.1744,100.2471,488804895,734082723,488667279,976938119
292,50.4688,75.6510,50.5716,100.5063,466008648,698531392,466958000,928034800
293,50.2748,75.4765,50.5690,100.5034,479398637,719710338,482203716,958356136
294,51.0468,76.2872,50.3358,100.1128,492854268,736548900,485989644,966583524
295,50.6868,75.9656,51.0917,103.1707,480507741,720149103,484042438,978052801
296,50.5337,75.9514,49.4541,98.4382,485936894,730355516,475555080,946590480
297,50.6312,75.9416,52.2067,104.1655,456546996,684773280,470753200,938663800
298,50.1979,75.2020,49.5761,99.9802,444285480,665588352,438781883,884892171
299,50.5708,76.1576,50.7540,100.3737,466225431,702117507,467914662,924779198
300,49.3948,73.4026,49.2123,98.2021,457572736,679970322,455882124,909702374
