r_movieid,avg(rating),sum(rating),avg(relevance),sum(relevance)
41,3.843413033286451,18494688.0,0.124030585106066,596841.1289984747
42,3.0495652173913044,7911792.0,0.11118993794336474,288471.1750002655
43,3.4499566724436743,8981700.0,0.12874578900707023,335179.8769999428
44,2.6546241414996707,31827648.0,0.12385483156001792,1484958.9892468136
45,3.382907947260191,31546212.0,0.1120117464539094,1044529.2497500811
46,3.2634129456559364,10634784.0,0.09715713652499024,316614.899250546
47,4.0791663372598626,232807356.0,0.19891511523718994,11352540.744370092
48,2.9777505385929723,45214188.0,0.10733377659435056,1629756.9224788316
49,3.5197368421052633,905220.0,0.09871054964539534,25386.774000001355
50,4.284353213163313,267570060.0,0.22003812056775182,13742007.298023479
52,3.532892426548051,34044732.0,0.11619259751779895,1119690.4307506597
53,3.6496350364963503,564000.0,0.07856981382979351,12141.86475000097
54,2.8411316648531013,2945208.0,0.07483865248224666,77580.14199997633
55,3.220329024676851,3091284.0,0.091180851063846,87527.05200001557
56,1.9153846153846155,140436.0,0.0947832446808505,6949.507499999959
57,3.320438282647585,8374836.0,0.08977570921995745,226433.01200025043
58,3.9679004101879234,46919724.0,0.1170538563835719,1384141.250257014
59,3.56353591160221,727560.0,0.10296498226950421,21022.154500000135
60,3.0958892617449663,20813292.0,0.08848825354596876,594895.9099991225
61,3.3160919540229883,7810272.0,0.08115026595745235,191130.30000001306
62,3.715354676022366,76450764.0,0.12690381205597745,2611296.6949843587
63,3.083904109589041,8126112.0,0.09595124113462665,252832.2879996703
64,2.81395966029724,5980092.0,0.08326573581566213,176952.345000126
65,2.37025520051469,12467220.0,0.10508067375899999,552710.0530007087
66,2.1376975169300225,5341080.0,0.09535948581562315,238257.58250005075
67,3.2975460122699385,606300.0,0.08644326241134788,15893.804000000067
68,3.4301601423487544,4349004.0,0.09575155141846797,121400.71100003582
69,3.5583216456287987,17170980.0,0.11469725177291293,553481.2229993403
70,3.326568919110356,52975956.0,0.141646498227239,2255735.2155045965
71,2.34567387687188,3180396.0,0.09058710106387947,122823.06450006737
72,3.4868532654792195,4637208.0,0.09554321808516518,127064.0722500782
73,3.796035568729159,11556924.0,0.1193200354611309,363266.5070004201
74,3.2880989180834623,11998536.0,0.08259862588641914,301408.99374961434
75,2.429657794676806,1441584.0,0.06952061170212813,41248.52550000028
76,3.010046367851623,10983900.0,0.1046148049644609,381747.792499715
77,3.4028436018957344,809904.0,0.09651640070922987,22971.675500002384
78,3.152790079716563,4015116.0,0.09669259751767313,123139.18324992695
79,3.1199367713890536,17811120.0,0.0802941046102298,458383.6267517168
80,3.7495145631067963,2178168.0,0.0954913563829688,55472.83874999423
81,3.2527435982707016,11032968.0,0.12941888297868706,438975.3914998767
82,3.9923513986013988,10303716.0,0.12838984929059652,331356.73999952606
83,3.644320297951583,2207496.0,0.1068989361701931,64752.53399998808
84,3.358156028368794,534108.0,0.08538741134751475,13580.696999999525
85,3.526833265055305,9710952.0,0.10264982269500617,282640.94899991935
86,3.4766641162968632,15376896.0,0.10586414007142074,468225.23475220596
87,2.349680170575693,2486112.0,0.07629410460993491,80724.04550000616
88,3.107188160676533,16578216.0,0.08621254432605137,459981.8574989875
89,3.1294022617124395,10925244.0,0.1050062056737655,366593.46500002313
90,3.3333333333333335,755760.0,0.07858023049645013,17816.338499999147
92,2.8500473036896876,6796200.0,0.08449357269491761,201482.69749971898
93,2.4919938016528924,5442036.0,0.08524024822686804,186148.33599982024
94,3.5279255319148937,14962920.0,0.1159306294326886,491694.2600002735
95,3.077245421955237,71651124.0,0.10467819148976208,2437345.4340093224
96,3.7004504504504503,1853304.0,0.10363297872337651,51902.7119999861
97,3.9862332695984706,11758272.0,0.15318262411395128,451845.85000140435
98,2.5963855421686746,243084.0,0.08594060283688004,8046.103000000057
99,3.1010479041916166,2336652.0,0.08425975177308698,63490.060000028134
100,3.2212201591511938,13698432.0,0.10294326241154068,437772.40000082145
101,3.7673501577287065,18859596.0,0.14340048758899537,717872.0185017165
102,2.4106463878326996,5006064.0,0.09489428191497032,197062.02075015928
103,3.2552581261950286,3840840.0,0.08693107269503415,102568.92949999846
104,3.3943981240229286,73476228.0,0.1120436613490677,2425332.947533551
105,3.3332222962469467,33861432.0,0.10354609928987718,1051900.799990827
106,3.436,484476.0,0.06684796099290449,9425.562499999533
107,3.2168744804655027,21826236.0,0.09086236702190288,616493.8912542493
108,3.0739130434782607,398748.0,0.09162211879431557,11885.221249998616
110,4.002272573668559,267189924.0,0.21037389183765035,14044466.771577993
111,4.083479216009336,134191392.0,0.20593639184611084,6767486.651320299
112,3.40623288921336,42103164.0,0.10444503546127606,1291005.8120035
113,3.101010101010101,3462960.0,0.08502437943269407,94948.42500007812
114,3.5891304347826085,931164.0,0.11509219858154748,29859.51999999668
115,3.5348837209302326,171456.0,0.09221210106383147,4472.655750000082
116,3.9114285714285715,3860580.0,0.1093716755319481,107949.84375003277
117,3.574430823117338,4604496.0,0.1474820478723611,189982.83450002663
118,2.9854368932038833,3468600.0,0.09686258865243287,112538.82999994261
119,2.733739837398374,758580.0,0.0863450797872329,23959.72349999968
120,2.841549295774648,455148.0,0.1124142287233987,18006.06149999911
121,3.74869109947644,3230592.0,0.10724246453901286,92420.69800000497
122,2.8593924191750277,11572716.0,0.09212677304991564,372861.37200109375
123,3.9913693901035674,11737404.0,0.12966710992913133,381311.5515001568
124,3.4966442953020134,1175376.0,0.08436613475177784,28359.170000001614
125,3.744196843082637,13645980.0,0.12320057624130204,449012.8777506097
126,2.318660647103085,3475932.0,0.08298958333338483,124410.68025007719
127,3.1097560975609757,143820.0,0.07368284574468185,3407.684250000046
128,3.4859154929577465,279180.0,0.09797096631206051,7846.298750000302
129,3.13953488372093,609120.0,0.09510638297872025,18452.15999999939
131,3.3106508875739644,631116.0,0.08808222517730302,16791.29074999963
132,2.777922077922078,6031980.0,0.1036584663118849,225083.99374962685
135,3.0018543492919756,20086296.0,0.0913413120563982,611191.755997729
136,3.6277777777777778,368292.0,0.0790970744680767,8029.934999999147
137,3.254854368932039,756324.0,0.08063009751772147,18735.854499997902
138,3.227642276422764,447816.0,0.07682335992907358,10658.780249999385
140,3.287283110037338,16882776.0,0.09374955673760053,481477.473500061
141,3.5101652454593633,82186644.0,0.10448315602844607,2446357.7490018094
144,3.4649743714913352,16013088.0,0.10365492021281687,479032.5067502353
145,3.275515786183182,47278428.0,0.11010859929009324,1589295.1899900853
146,2.9029038112522687,1804236.0,0.07638408687939326,47474.84874997553
147,3.5833728090952155,17065512.0,0.13296054964482834,633213.4489973248
148,2.908955223880597,1099236.0,0.095169326241141,35962.58500000236
149,3.68669314796425,4187700.0,0.11440359042550209,129950.58074996612
150,3.87355561527172,211377048.0,0.15558133865646565,8489957.89796737
151,3.53139284174213,46187652.0,0.11797296099319748,1542987.2325037888
152,3.0869905956112853,2221596.0,0.10088874113480131,72605.99500003565
153,2.8716600752387382,100743372.0,0.10801950354867948,3789532.446090518
154,3.786777431637245,12340320.0,0.13248603723403463,431744.43824997416
155,3.408390410958904,4490568.0,0.08694348404260159,114548.38800006376
156,3.5088757396449703,6020136.0,0.0903441932624483,155002.4482500634
157,2.7942023026315788,7665324.0,0.10079676418435132,276515.35999987426
158,2.921479069028517,41486148.0,0.10781117021392318,1530960.8790164331
159,3.4178361249434133,8516400.0,0.11512256205683745,286856.87425024883
160,2.6022161264708004,40662708.0,0.10264539007036245,1603955.7519912566
161,3.739861235452104,94242708.0,0.13700709219842522,3452512.9599960605
162,4.008077401029647,25467420.0,0.14119126773076474,897132.7037517047
163,3.4392585818795722,55150740.0,0.134168661347881,2151481.4260058254
164,3.4522562951882323,15619416.0,0.1207859042550489,546484.7114987773
165,3.506566659749192,133419840.0,0.11799046985687282,4489368.415701176
166,2.84407027818448,2191140.0,0.09442132092198498,72744.45174999935
167,3.076388888888889,249852.0,0.09609530141844339,7804.476000000298
168,3.081881687151826,39314184.0,0.10207801418439459,1302163.4959999672
169,2.269546027742749,8120472.0,0.08773049645396633,313901.1200002348
170,3.215710400207227,28006548.0,0.11146099290707073,970745.8879936362
171,3.599845797995374,5266632.0,0.10580518617019391,154794.6802499724
172,2.7515630141493914,37729344.0,0.11619835992985368,1593308.193010636
173,2.555359804851606,42539136.0,0.1298191489375111,2161102.488022322
174,2.449275362318841,5337696.0,0.07892087765947552,171991.95299978435
175,3.507799325463744,18771048.0,0.1287431294325791,688934.3539997591
176,3.8490694507489787,9564876.0,0.11445390070920328,284416.1119999588
177,2.8892508143322475,7003752.0,0.10159995567372275,246285.60774991245
178,3.3929359823399556,1733736.0,0.09812234042556289,50138.94600001583
179,2.7305630026809653,3446604.0,0.09885571808513925,124778.85075004149
180,3.5757829309108295,33744120.0,0.12860660461015055,1213640.97950209
181,1.9535250098463963,5594880.0,0.09506316489375985,272260.1437504091
182,3.0754716981132075,2206368.0,0.08630673758864543,61917.14399999494
183,3.3623063683304646,2203548.0,0.09723226950352289,63722.91799998479
184,3.0670926517571884,1082880.0,0.11076285460991768,39106.376499995975
185,3.102854287948562,80563452.0,0.10678280141887943,2772541.118011417
186,2.8772434974565697,33815184.0,0.09898670212793735,1163354.2830032646
187,3.4314285714285715,3386820.0,0.09327615248231685,92063.56250004674
188,3.3334728033472802,8986776.0,0.10874335106390115,293163.3750001924
189,2.991776315789474,1025916.0,0.08690757978725319,29801.65200000657
190,3.578174186778594,3846480.0,0.1043322251773816,112155.47275008238
191,2.684565916398714,4708836.0,0.08807424645385649,154485.75124992244
192,3.037974683544304,270720.0,0.10186768617021767,9077.633250000437
193,2.2478297395687483,18108912.0,0.11334663120639167,913140.4100057837
194,3.8442938267081885,23672208.0,0.13900265957402835,855943.9049972922
195,3.077944179714091,10200504.0,0.0812036790779389,269114.1894997505
196,2.8360270915108137,41565108.0,0.13299246453660613,1949151.3914648113
197,3.0555555555555554,341220.0,0.09269437056737265,10351.365749999639
198,3.417996761508212,33334656.0,0.1468226950350478,1431915.9359959704
199,3.77007299270073,6408732.0,0.11686502659588045,198658.3912502308
200,2.8222222222222224,1002792.0,0.07693395390070998,27336.17250000027
201,3.001457725947522,1161276.0,0.0882963209219909,34162.199750001964
202,3.0543478260869565,1426356.0,0.11298847517733787,52764.71400001537
203,3.1462450592885376,17957760.0,0.08333577127672066,475653.915000713
204,2.926604922608475,26020140.0,0.08831382978722857,785189.0759999513
205,3.5,4788924.0,0.1011529255319544,138403.90650005406
206,3.448717948717949,3641184.0,0.08299445921981602,87626.21399995551
207,3.3732562774013553,19093656.0,0.09814273049627857,555517.6899990076
208,2.8652335902399826,88482012.0,0.13460682624017037,4156827.8604702186
209,2.8105726872246697,2158992.0,0.08948847517730996,68742.18300000383
210,2.8870246085011186,1455684.0,0.09233045212765431,46554.49124999734
211,3.584600760456274,2126844.0,0.10219680851059629,60636.227999975075
212,2.5657276995305165,1232904.0,0.08081272163121939,38832.77550000659
213,4.01654306902453,7942248.0,0.1179182180852221,233169.5977502288
214,4.026966292134832,4042752.0,0.11338785460986577,113832.33499993644
215,3.914843512610149,29065740.0,0.13019348404233913,966621.0014984107
216,3.2408267020335986,33076344.0,0.1067455673764473,1089460.6320057234
217,2.728191489361702,2892756.0,0.08230585106383376,87270.54000000421
218,3.285843685300207,14321652.0,0.09511502659593087,414567.5940008115
219,3.6061120543293717,2395872.0,0.09444237588651129,62746.75899999101
220,2.4482758620689653,800880.0,0.092637632978741,30303.622500005757
222,3.5284704131001114,21389136.0,0.09896941489372453,599939.9250006517
223,3.847214137214137,104368764.0,0.1758191489371109,4769692.200025519
224,3.4449993597131514,30345456.0,0.10108554964594356,890417.3205048754
225,3.2840320910973086,42941268.0,0.09879809397253335,1291861.7460117962
227,3.0618285987109095,14467728.0,0.07998648049628494,377951.47774920164
228,2.69151376146789,1323708.0,0.09450465425528859,46478.14499998497
229,3.5625,9065736.0,0.11687655141850159,297423.70800015744
230,3.588200326943082,27235560.0,0.10600044326250804,804576.436500734
231,2.964968752944132,106498428.0,0.11658577127707342,4187633.126267158
232,4.027935943060498,25534536.0,0.1242415780141699,787612.0899999081
233,3.533083645443196,12768960.0,0.10407712765961744,376146.3960001553
234,2.6703929539295395,8892024.0,0.09055208333333513,301525.398000006
235,3.664388396868181,64407108.0,0.13903834219925235,2443806.86551179
236,3.3150479880250066,42468072.0,0.09415757978762576,1206224.1307550182
237,3.2214038128249567,20966700.0,0.09481981382944929,617140.4474978005
238,3.1657963446475197,2735400.0,0.08237145390068527,71172.8899999793
239,3.08521377672209,11721048.0,0.0936132535461372,355646.48600014404
240,2.910783055198973,2557740.0,0.09217907801417051,80998.8619999878
241,3.0261194029850746,1829616.0,0.08585328014183119,51907.579999992275
242,3.3855,3818844.0,0.1114155585105727,125676.749999926
243,2.5377358490566038,1213728.0,0.08213896276600195,39284.766000021285
244,2.375451263537906,742224.0,0.08406405141842856,26266.31724999651
245,2.9686192468619246,800316.0,0.0812191932624109,21896.044749999877
246,4.028236985316767,44252568.0,0.11594614361708265,1273737.0277506742
247,3.8224384098544233,30802860.0,0.1421066046107185,1145156.4100063615
248,3.0080251221214236,9724488.0,0.08252061170202392,266776.5944996646
249,3.675253192426244,18829704.0,0.13841134751768117,709133.3759997472
250,3.0751633986928106,3184344.0,0.0803519503546229,83204.76600001343
251,3.057184750733138,1175940.0,0.10111990248227526,38895.568250002216
252,3.215840517241379,33662904.0,0.1016555851064155,1064114.4000003403
253,3.508920477209269,109151484.0,0.13516245567457275,4204479.0452753175
254,2.9111498257839723,1884888.0,0.10451640070923782,67671.44300001163
255,2.277948717948718,2505288.0,0.09447650709216301,103905.26249996088
256,2.7017581020970134,28775280.0,0.0949319592192596,1011080.046493625
257,3.4075381140598533,13614396.0,0.09930429964540724,396758.0155000686
258,2.6281328320802007,4731396.0,0.0826480496453062,148790.291999849
259,3.060162601626016,6368688.0,0.10162921099290205,211506.64874998803
260,4.120188599618726,319367256.0,0.21899069149496106,16974576.415934023
261,3.627589063794532,39511584.0,0.10205319148880596,1111560.0959939468
262,3.7653443113772456,17023212.0,0.10749512411293168,485988.03599754284
263,3.745923913043478,1554948.0,0.09839339539008232,40843.492000004735
264,3.374233128834356,620400.0,0.12831316489362196,23592.171750000907
265,3.921667748817364,47691276.0,0.1250775709217916,1521064.3374976378
266,3.5003490069166827,62222736.0,0.12973138297754624,2306124.7829790744
267,2.886744743146127,12233724.0,0.09509175531926235,402988.9695004806
268,3.306167400881057,2539692.0,0.10429277482265957,80114.37224997276
269,3.4518181818181817,2141508.0,0.10672539893616378,66212.43749999601
270,3.170042194092827,4237332.0,0.08187987588650099,109447.19249996815
271,3.3343585237258346,4280196.0,0.08742863475181561,112228.99100005464
272,3.7400504484304933,30105192.0,0.11982712765990106,964537.4400026288
273,3.132062978222484,24010044.0,0.10601019503563992,812662.2820013716
274,2.8387665198237886,3634416.0,0.06983111702122917,89403.38249993928
275,2.7166089965397924,4427964.0,0.08688896276596224,141625.5337500078
276,2.978864734299517,16693272.0,0.08212965425542527,460246.6980005947
277,3.4048868672731514,32930268.0,0.08623182624141157,833988.6930026772
278,3.021194605009634,3537408.0,0.08994060283690851,105308.21400003404
279,3.6973995271867612,3528384.0,0.09803834219855956,93556.813499979
280,3.7172008547008546,19623252.0,0.12395966312068882,654388.0200006411
281,3.661371237458194,14818536.0,0.11596786347536156,469352.5590007457
282,3.409440492213036,40004520.0,0.10834596631223373,1271272.6285020767
283,3.0472972972972974,763092.0,0.09822251773050239,24596.490000001486
285,2.26875,204732.0,0.08561148049645365,7725.579999999977
286,2.066326530612245,228420.0,0.0834397163120526,9223.759999999544
287,3.2524590163934426,1118976.0,0.09092242907802439,31280.952500003514
288,3.2577711853476075,85471380.0,0.14029100177318665,3680696.0467535947
289,3.3515018562267973,11201604.0,0.0816792996453397,272993.7827498316
290,3.9737263270205387,16804380.0,0.14867154255308612,628712.9234995544
292,3.4105008077544428,95252832.0,0.12740802304961107,3558414.3499990413
293,4.0885985748218525,155330112.0,0.18962101063917203,7203899.40003321
294,3.16023166023166,2769804.0,0.08107380319147489,71057.62124998732
295,2.770238095238095,1312428.0,0.09006094858156223,42667.275000000926
296,4.188912039361382,376457592.0,0.20342331559345586,18281656.62715693
297,3.1546184738955825,886044.0,0.132566267730511,37234.15275000408
298,3.5242290748898677,902400.0,0.0974015957446851,24940.263000001087
299,3.71598995395563,10013820.0,0.11611214539004452,312898.08049992885
300,3.66378901931884,78509928.0,0.12438275709246539,2665350.3387557175
301,3.5239234449760763,1661544.0,0.10937300531913026,51569.80949999119
302,3.7267721954576736,6108120.0,0.13927836879418937,228275.01799977568
303,3.0432486221677895,22422948.0,0.09864117907817248,726797.6770011663
304,3.1710122699386503,2332140.0,0.08431804078013425,62012.20899999441
305,2.7103059581320452,9492684.0,0.08793240248222708,307977.96374985145
306,4.072966846132049,32426616.0,0.13562367021259614,1079757.542998648
307,3.981408706166868,29712648.0,0.13334352836812563,995122.4839950097
308,3.9024582104228123,22384032.0,0.13109596631191975,751950.7312492143
309,3.6223021582733814,1703844.0,0.11565536347516293,54401.50724999324
310,2.8095238095238093,732072.0,0.07613940602836698,19839.49274999953
311,2.651315789473684,227292.0,0.07172406914893519,6148.760999999916
312,2.62125,3548124.0,0.08005718085103887,108365.39999996622
313,3.0378315132605302,4392996.0,0.08715425531917347,126033.42000003548
314,3.849933774834437,16393788.0,0.10775531914897375,458843.70000016
315,2.8919378338999513,33583380.0,0.08325465425552395,966816.3187523782
316,3.3710611452604335,117537036.0,0.14272429077857343,4976293.629945315
317,3.128074747346342,55513392.0,0.097188164894499,1724781.2572656523
318,4.413576004516335,405659256.0,0.2240760195048104,20595206.985616203
319,3.775382785788613,28647816.0,0.15847406914921028,1202510.11125208
320,3.240802675585284,1093032.0,0.10994326241133832,37080.7839999969
321,3.7685851318944845,3545304.0,0.10982070035459153,103314.0434999827
322,3.668214285714286,11585688.0,0.14614317375931574,461578.60000142286
324,3.6728538283062644,1785624.0,0.10173692375884481,49461.236749990065
325,2.646161934805468,2838612.0,0.10371875000013195,111262.00725014154
326,4.0796597061098225,5950200.0,0.13593639184402853,198263.771250083
327,2.816469884920042,21257160.0,0.10821985815589774,816783.751999014
328,3.146257031588057,8201688.0,0.10234463652467127,266792.81724960526
329,3.322669104204753,92256300.0,0.10590957446929783,2940655.5900336723
330,2.7893992932862193,4452216.0,0.08211103723396312,131059.06874987323
331,3.264646464646465,1822848.0,0.11957557624113217,66766.21874999856
332,2.773307163886163,6375456.0,0.087530585106392,201220.91100002074
333,3.356478068558791,41086836.0,0.10700332446719028,1309833.6869890464
334,3.816722408026756,6436368.0,0.09526795212774015,160656.0637501359
335,3.26171875,1412820.0,0.10392309397163661,45014.49600000234
336,2.8352059925093633,853896.0,0.08919370567376157,26863.003500000814
337,3.7512185215272136,72923508.0,0.11905164007166842,2314358.1685145106
338,2.9854872149274363,14618880.0,0.10907402482258126,534097.1054994429
339,3.4993894441680613,87279000.0,0.09574756205684434,2388059.8607526626
340,3.3774436090225564,5066976.0,0.1020161790779491,153048.75249990236
341,3.5639204545454546,1415076.0,0.09783200354607288,38844.783999989515
342,3.507638565440149,42474276.0,0.10486103723421757,1269770.6887521192
343,2.6692037470725993,2571276.0,0.08297628546101563,79932.05150002189
344,2.9898406002189413,126311748.0,0.1177531028353942,4974713.4514372535
345,3.642062742629315,39155700.0,0.11087721631215129,1192037.4045010165
346,3.409970958373669,3973380.0,0.10241843971624154,119340.42399991782
347,3.44702842377261,6019008.0,0.11859995567372118,207092.6009999342
348,3.6953642384105962,30841776.0,0.11613009751803266,969230.1552525219
349,3.6551898004754015,114480720.0,0.12397296099279659,3882839.088996517
350,3.466657593903103,57467088.0,0.10557003546097345,1750043.7679996775
351,3.3049367850692355,12384312.0,0.08724977836879294,326943.7654999948
352,3.280944625407166,4544712.0,0.08930296985823694,123701.04500011208
353,3.517972748011591,64361424.0,0.15536923758966248,2842485.173518478
354,3.135689354275742,4053468.0,0.09588984929085745,123955.65750009993
355,2.4127870563674323,26073156.0,0.09747251773033272,1053311.4199982306
356,4.048011436845787,372100692.0,0.2048246897195004,18827863.99504308
357,3.6408326781234788,109690104.0,0.10987721631338121,3310353.5235399036
358,3.2518072289156628,7611180.0,0.11774002659569856,275582.30624989205
359,3.296875,952032.0,0.07481382978722703,21603.839999997974
360,2.72088772845953,5877444.0,0.08596520390086125,185695.1562503284
361,3.326783114992722,18046308.0,0.10336281028355625,560696.9392492856
362,3.377949377949378,26645616.0,0.0965698138294292,761752.7347471757
363,3.993220338983051,2657568.0,0.10740026595749683,71477.02500003329
364,3.817136507193824,184048428.0,0.14246453901012118,6869121.500146046
365,3.1569086651053864,6082176.0,0.09773781028390266,188304.01100041368
366,2.9780075187969923,8935452.0,0.09029698581543091,270934.29999948415
367,3.183039195863782,124305600.0,0.11898293439993533,4646579.617858262
368,3.412776934749621,63422364.0,0.12250687056598204,2276643.181224097
369,3.2886138613861386,3746652.0,0.11565669326234859,131765.3574999285
370,2.9788651669293595,46901112.0,0.09769991134684512,1538248.36898941
371,3.2587484035759897,14391024.0,0.10299091312070159,454820.2312505927
372,3.2500337154416723,27183672.0,0.10712876773095742,896037.8687538556
373,3.76906584992343,13881168.0,0.13669326241153804,503430.35000070167
374,2.4218655360387644,13530924.0,0.08667863475155538,484272.1454987839
375,3.2804347826086957,851076.0,0.13040159574468138,33831.39000000014
376,3.2755446308077887,38330004.0,0.0979753989356182,1146495.5774935405
377,3.481247881458525,162186660.0,0.1377555407783083,6417845.501414577
378,3.1331764705882352,7510224.0,0.09588741134756017,229842.12500010172
379,2.7242633345766505,16477260.0,0.12144703014142247,734552.4444974506
380,3.4922731744774795,164161788.0,0.13737588652694938,6457648.080099969
381,3.390638963360143,17119092.0,0.09019370567382437,455381.52600033075
382,3.0406736261571794,17413500.0,0.09836480496488124,563321.0735019599
383,3.199915200339199,17026032.0,0.10088231382960823,536772.1942490475
384,2.951008645533141,2310144.0,0.09153568262407155,71657.06149996718
385,3.5560344827586206,465300.0,0.0749818262411351,9811.222000000045
386,2.8213213213213213,1059756.0,0.10419525709218348,39138.23924999433
387,2.6527777777777777,1939032.0,0.08980474290783233,65642.2380000226
388,3.5392927308447937,2032092.0,0.11132646276596758,63918.31125000582
389,3.4759358288770055,733200.0,0.08796498226951299,18554.98150000199
390,3.4072532699167657,3232284.0,0.10586724290783427,100430.74825003116
391,3.1876574307304786,1427484.0,0.08133355496453129,36422.467249996545
392,3.349802371541502,955980.0,0.09950842198580345,28398.111499996532
393,1.9003150315031503,4762980.0,0.11166134751763834,279869.78799976903
394,3.3143939393939394,493500.0,0.13504942375885748,20108.318999998843
397,2.1193181818181817,210372.0,0.07861679964538927,7803.817999999921
398,3.451923076923077,202476.0,0.07863253546099255,4612.2699999999795
402,2.8365384615384617,166380.0,0.09012544326241087,5286.397999999972
404,3.2785714285714285,258876.0,0.09337588652482681,7372.960000000325
405,2.441018766756032,9243396.0,0.09341866134749459,353748.0712499124
406,3.0757575757575757,228984.0,0.07767087765957327,5782.441499999911
407,3.2433517310587057,7291392.0,0.10698005319127157,240502.28549951038
408,3.238134206219313,2231748.0,0.08584640957444321,59166.032249982854
409,3.0416666666666665,1441020.0,0.10948382092197993,51869.05499999721
410,3.0116337743888764,60591084.0,0.0975627216314737,1962865.1770053925
411,2.780952380952381,329376.0,0.11301196808510346,13385.137499999653
412,3.559560387615221,16988244.0,0.11028213652499666,526328.9957508303
413,2.8108767648596826,18190128.0,0.09658133865263815,625010.2937510088
414,2.609770808202654,2440428.0,0.08309219858156719,77700.51200000646
415,2.808373042886317,9307128.0,0.08387943262405044,277981.8079997911
416,2.6982864137086904,4973352.0,0.09320722517726127,171795.08349991945
417,3.520618556701031,11941572.0,0.10556848404258402,358077.3187501046
418,2.7009419152276295,1940724.0,0.0999317375886671,71804.5510000105
419,2.4867267124911114,11834412.0,0.08594769503549564,409027.8310001649
420,2.7501075885812654,43249776.0,0.09019326241132067,1418431.1959995776
421,3.2872470876762723,6047772.0,0.08917109929067955,164054.13499981494
422,3.2334615384615386,4741548.0,0.1014539007091624,148771.99999991574
423,2.999084249084249,7388400.0,0.11116733156019198,273866.5019997741
424,2.7202549575070822,2166324.0,0.10441511524820893,83152.85649998565
425,3.4652338811630847,3091848.0,0.08047960992907807,71807.77100000005
426,3.1090698444223768,10594740.0,0.09890070921964897,337022.75999928714
427,2.5480831708901883,8846904.0,0.1143368794327182,396975.81600032665
428,3.823092998955068,20635068.0,0.15404609929050192,831460.7399984982
429,2.38168210976479,3769212.0,0.10106183510640711,159938.8432500382
430,2.3417721518987342,626040.0,0.09391267730498937,25106.23950000664
431,3.719788264444194,37255584.0,0.14461125886397436,1448355.7984872416
432,2.72972972972973,36115176.0,0.09654565602906078,1277329.151509155
433,2.922173913043478,3790644.0,0.0899968971631694,116743.97500006335
434,3.0492658841872755,79416276.0,0.10510438829779019,2737379.8897478604
435,2.5814764286797027,38419680.0,0.10949046985913748,1629528.2685146066
436,2.6253164556962023,3509208.0,0.11515514184395677,153925.57499998013
