ss_promo_sk,avg(ss_wholesale_cost),avg(ss_list_price),avg(ws_wholesale_cost),avg(ws_list_price),sum(ss_wholesale_cost),sum(ss_list_price),sum(ws_wholesale_cost),sum(ws_list_price)
56,50.301585928462515,75.86681084221296,50.62111801242236,102.87577639751552,140428949.49992594,211800410.50063962,141321000,287202420
57,51.039877026283285,76.81080491888551,49.240271772699195,99.18777022853614,147922750.8000337,222611538.5998156,142619080,287286565
58,49.283920884267914,73.70014543348313,49.91483870967742,99.77483870967743,131314543.00008765,196370352.50024414,132995592,265845069
59,50.60185206744283,75.6745952243236,49.34552332912989,99.57566204287515,137797040.67968175,206074182.0802595,134375854,271160659
60,49.58684149189139,74.9333624709187,50.07968369829684,100.25,139889636.88014078,211394808.6001586,141279996,282815676
61,50.890124628972266,75.62596439186646,50.40587529976019,100.52817745803357,143030766.47969687,212552823.00049204,141669745,282542485
62,50.04950489356955,74.9309326423199,50.82338461538462,102.48861538461539,141270983.75021175,211501923.7495282,143455356,289286928
63,50.13809156102879,75.22049641472131,50.03683241252302,100.50644567219153,148076686.4402365,222154484.03982037,147777630,296833425
64,51.13711033283327,76.22004086422561,49.03908188585608,98.79169249845009,141382962.18023142,210731797.0206754,135414363,272968263
65,50.578403019801634,76.05146341469015,49.52808988764045,100.07365792759052,139527808.02015767,209798913.24015447,136630368,276067596
66,49.861036479545625,74.39298204979771,50.76577139287945,102.73016864459713,137862126.01028064,205691164.68000102,140363652,284041417
67,49.93297266498888,74.69608200453919,51.07473749227918,101.89005558987029,141957643.69954744,212358272.07995278,145203640,289669760
68,51.23617647055668,77.08994343888577,49.650891210817456,98.44867854947756,147382706.11990923,221751997.53991872,142822576,283191168
69,49.759679775219034,74.63461797744768,50.42200124300808,100.02734617775016,142512718.06982282,213755038.57976967,144409620,286480320
70,51.49467222228173,77.64516666672132,49.391573729863694,98.94427244582043,149787702.5601731,225854260.80015898,143492400,287631000
71,49.93883638508485,75.79404607192039,49.24007444168735,99.02793296089385,136288877.39991722,206850743.8396151,134381875,270091062
72,50.966428571359714,76.7497677120221,51.4688115561392,103.47568988173455,133664861.36981942,201284401.30015543,134982414,271197780
73,50.35706906562726,75.99854904242558,51.48112642300779,103.58777711204314,144811168.87012646,218548039.50016567,148043606,297886024
74,49.48333923296347,73.85900294953571,50.30726600985221,101.3134236453202,136211798.2397939,203310200.23912796,138479805,278883435
75,50.64582207188858,76.43913851367365,52.032960199004975,103.30472636815921,144724690.81947565,218431259.1904576,148596144,295018464
76,49.855949074129704,74.45110532424083,49.56363636363636,98.89084293511219,142149282.0001586,212274991.50047547,141315840,281786688
77,50.98173888245505,77.14444127723361,50.01919504643963,100.85510835913313,144416481.54971924,218527830.25043243,141689874,285693274
78,49.91191299503034,74.78942554354319,49.99212121212121,99.49454545454546,147661899.00014752,221260775.99929535,147899191,294349638
79,50.23167415723735,75.74025842689352,50.44862155388471,99.92919799498746,142702158.47981244,215168985.35979325,143318480,283886860
80,49.54708548468798,74.17290304082502,50.80652962515115,103.06106408706167,142840382.77968764,213834693.98026136,146471262,297117009
81,49.64130509434186,74.17994848299321,50.56253968253968,101.64063492063492,136589291.99970898,204107982.7496679,139124092,279666748
82,50.17639145510027,74.32930138562165,50.56221792392005,102.74210186976144,134790446.01036242,199673180.84983978,135826904,275999396
83,51.25533450708607,76.55909624436404,50.29940828402367,102.8112426035503,147603062.10012618,220471823.0006698,144850224,296071704
84,50.65075292793234,76.62554378136072,48.26023944549464,95.91430371770636,144217078.3996549,218174684.79996789,137324077,272923288
85,50.82174576276773,76.03219209023366,49.745073891625616,99.47627849661122,146086091.7601606,218553015.51953486,142991220,285766500
86,50.17563956795612,75.40100625365453,49.48558616271621,99.78347213324791,137772220.95005435,207036007.57027835,135877473,273985358
87,51.33629953382948,75.66562354304718,50.854818523153945,102.05444305381727,140772757.82008213,207487851.5797906,139452456,279850428
88,50.06576536306261,75.22034636860886,50.97060662914321,100.30393996247655,143298734.27981144,215296427.57969597,145888580,287090940
89,50.68767807051708,75.6020975881908,49.8636926889715,99.03903345724908,145957449.9495671,217699642.09958687,143495840,285010767
90,50.93759227692238,76.11095400355303,50.98136645962733,101.66832298136646,144418770.9994531,215790537.9004136,144542880,288251046
91,50.357030053051346,74.89805539175707,49.63543003851091,100.32734274711169,133140261.04004383,198024915.99970672,131232404,265258070
92,50.23953703708108,75.12083333332451,49.91765439800374,100.45137157107231,139249527.68012208,208213315.19997555,138271104,278422272
93,51.61320272575029,77.53862578097367,50.51528384279476,101.3406113537118,145698032.55007416,218882468.5604723,142598736,286072689
94,51.600418098724624,76.57084192467171,50.028482972136224,100.16718266253869,145502342.9506027,215913694.35077003,141069816,282450420
95,50.884466124470535,76.61758807571503,49.65996228786926,99.78252671275926,149366007.4394402,224902884.94951352,145771605,292901130
96,49.87942923713704,74.44318578947693,49.74034462269756,98.13844325609031,144137135.3402765,215119292.85089517,143735221,283591739
97,51.13769457548395,76.46077240579403,50.2029702970297,100.56992574257426,140154920.48003358,209558791.5203663,137593088,275635616
98,50.46855819333368,75.51749855253776,49.415189873417724,100.12341772151899,137711535.99982187,206061577.60036767,134837252,273202765
99,48.85676505318573,72.49158795735492,49.774096385542165,99.17880794701986,137469940.9601605,203972045.7496001,139966750,279062784
100,49.598759376872,74.64098095778027,49.91858297078931,99.77473553204729,138301031.85019177,208128687.37973166,139192827,277865754
101,51.116415645070745,76.16700525419769,51.381012658227846,104.41012658227848,138348623.60000977,206149046.40069622,139064766,282590184
102,51.38526605505897,77.59576758443826,50.269044740024185,100.9619335347432,139044676.05003545,209968327.4009211,135942075,273195420
103,51.64718658030081,77.69080635645776,50.506211180124225,103.3111801242236,141275197.69988903,212514654.79939097,138154185,282596369
104,50.14493296098979,75.12934078222193,50.25297432686287,99.86975579211021,143345809.71027425,214766987.4402831,143654660,285490680
105,50.49003970505395,75.76508791842018,49.440667094291214,99.03463758819757,138772732.46001577,208241632.1502725,135888514,272198385
106,51.94134785174254,78.57489111226198,50.909205548549814,103.31904161412358,139961883.10017538,211729001.6395767,137180658,278404936
107,50.8942848701295,76.87341016544259,50.36835599505562,101.18479604449938,139331044.34041926,210452952.57988492,137891232,277009164
108,50.924958356497044,76.35485841205005,49.85558912386707,99.35891238670695,151789731.7500847,227587490.50016904,148602311,296154639
109,49.886455767098575,74.44284994393888,50.14700315457413,101.34952681388013,141219077.8500603,210733564.04980162,141956638,286901254
110,51.612091359404,77.47629058875306,50.43461288223813,100.55627846454131,144138584.29005697,216370283.53963774,140850206,280826435
111,50.253321678320546,75.92613636353094,50.31939908556499,100.61854996734161,132025325.69999702,199472841.74972305,132198924,264344652
112,50.76093856670633,75.96994880563138,50.39795918367347,100.80216975111678,139924760.64042294,209414506.56047034,138924192,277688406
113,50.49318131259883,75.27246941034068,50.75015974440895,102.97380191693291,142081248.10008246,211806943.49967533,142804352,289754892
114,51.331694144483635,77.31138146665805,50.29981143934632,101.09365179132621,143745580.40023357,216497226.23976362,140767493,282917560
115,51.164660033129884,77.68023217249566,49.55963894261767,99.50419084461637,143555705.36989447,217952010.54006928,139052403,279184779
116,50.5976554760876,75.31832140908719,51.7787610619469,104.69405815423515,145442657.08008096,216502062.98049268,148837738,300942442
117,50.130384839691814,74.38991836704179,50.34240506329114,101.97784810126582,135838303.8001129,201574361.79917312,136412815,276329375
118,51.41659977694548,77.52712374589377,49.823783117683305,99.9377695625385,149707759.73974064,225732780.18021655,145070016,290985006
119,51.483145695448705,77.67551876362249,50.507876496534344,102.05229993698802,148047199.0202429,223367139.47949845,145242672,293466084
120,49.90933483659824,75.15439120642068,50.03820895522388,100.12298507462687,148303093.00020984,223317515.75031874,148686036,297510444
121,50.83017084275547,75.96202163997961,50.9484412470024,102.36309167165967,148971234.8197974,222626758.3896732,149228392,300002064
122,50.53727272735733,75.47063214975437,50.13359023763648,100.75979447655749,130782274.78021894,195305769.76115602,129654338,260582663
123,50.975117712936616,76.77692264575036,49.63449163449163,101.36743886743886,141411093.54981172,212988396.650029,137603488,281024600
124,51.60953698464176,76.80459627302866,49.77694704049844,99.23287671232876,146789186.93967968,218449629.63925123,141488732,282240728
125,50.65138741930731,75.25098765431005,50.87929915639195,102.62946138870863,132769493.41037253,197250974.12997133,133366905,269016552
126,49.69708522703877,74.88922727261586,50.068236714975846,98.15760869565217,144845136.71931812,218269146.23967528,145926880,286086240
127,50.61885809316538,76.29106430151135,49.17801374141162,97.27170518425984,146197588.4201126,220344157.0798823,142036136,280940528
128,50.619642018826866,76.0827699530265,49.14100185528757,97.34322820037106,139475741.79013094,209636029.67993072,135401544,268216416
129,49.583696428563684,74.24551190484382,49.6144578313253,100.49397590361446,131365061.96997948,196703089.42021704,131446560,266244720
130,50.517193698958955,75.75408401420074,50.7474807350326,101.95969176052164,146071374.8900264,219044297.5005737,146737254,294818284
131,50.47673010390168,75.56836216854298,51.0888178913738,103.87220447284345,137066733.9002592,205201655.640397,138640236,281879040
132,50.16621637422133,75.42550292370711,51.81504702194357,103.52037617554859,136825846.84986997,205719287.94926497,141322950,282346650
133,51.32426299686896,77.16897859327864,50.54694391934468,102.16446124763705,133173374.78981075,200233821.36001676,131156430,265090725
134,50.19140022676931,74.80929138322912,49.47022332506204,97.86778398510242,142722659.56003395,212725307.08002606,140671944,278121060
135,50.734714364938256,76.38102052138822,50.33789670192906,99.69695084007468,146999826.82997376,221307972.8601012,145850079,288864039
136,51.105808486193744,77.07617545884895,49.28786057692308,99.30228365384616,148309873.91987002,223676294.400387,143034160,288176816
137,50.55259371230153,76.1770858520723,49.8461038961039,99.64090909090909,128765544.60022596,194035225.99896446,126966002,253801338
138,50.98592204780814,76.89541593982966,49.80880503144654,101.97797356828194,139442876.80028987,210303503.0209024,136137924,278551917
139,51.02573394484548,76.75573967921746,49.09398496240601,99.0187969924812,142026252.4796976,213643767.96088618,136649376,275611296
140,51.438985260912595,76.61523242654417,51.02625,101.970625,145181392.0003997,216238832.00067824,144016488,287801892
141,51.016408776023276,76.35873556582183,49.933837429111534,101.7895400126024,140227986.54011476,209886034.7100054,137252340,279787280
142,50.44965158924411,75.6196882640001,49.422982885085574,99.77200488997555,135110826.31000552,202519506.96984312,132280416,267039372
143,50.78390402848915,75.68440758296147,50.074607329842934,101.43913612565446,130985095.44013703,195210067.84005955,129155632,261638312
144,50.02037558699683,75.2262617371232,49.66239590006406,99.38116591928251,133051397.92037868,200097643.55009043,132099192,264348336
145,50.51166666667665,75.38879629627344,49.32936507936508,98.5952380952381,131973649.9200261,196971022.0799403,128884608,257603328
146,50.24622197314094,75.06873878910369,51.0,101.16539440203562,140912916.72013116,210526374.35962427,143026848,283713088
147,49.74771132828116,74.84170787804095,49.1707779886148,99.18469323213156,136774317.86981177,205766723.1298628,135188121,272694329
148,50.832271714911194,76.19307349676515,50.9301007556675,102.57556675062972,144976078.87996903,217306302.88030204,145255092,292550440
149,50.777662555973365,76.45713004446975,50.03417721518987,99.84620253164557,143128012.99977323,215511241.59894776,141032336,281438488
150,49.9158866035495,74.70364647052521,49.316022799240024,99.16466117796074,141792115.71966138,212204746.94074982,140088130,281689219
151,51.09858376503715,76.70474381140359,47.879211697393515,95.75651621106167,139616711.51979476,209580448.22064182,130820418,261635625
152,50.61095733041968,75.05488512051829,49.87179487179487,99.23514696685429,148026928.00001147,219520528.00049192,145773860,290061556
153,49.95646859089855,75.39569892482915,49.77887584928968,99.71463866584311,142914116.52019063,215689979.80028027,142406064,285260946
154,50.34881511153504,75.10979393255344,50.360759493670884,101.4253164556962,138975820.3997657,207322559.80026996,139008790,279960244
155,51.11084013995008,75.960157526322,50.12462552426603,101.64589574595566,146211042.61979043,217296639.9901935,143389812,290774958
156,50.12055963827084,75.2858168457615,49.63740458015267,100.42684478371501,139378660.44015896,209359918.9202391,138035070,279273799
157,50.54517627313366,76.20537772797263,50.46110414052698,101.12923462986198,143976822.62014323,217069341.93982002,143737345,288064400
158,50.11523893797173,75.197002950027,51.12736136502133,102.5624619134674,139395286.52977368,209160087.72048533,142210500,285276975
159,50.189554285571845,75.21369714268837,48.935889377749845,98.7762413576367,139740266.5196034,209413736.26953012,136249750,275017750
160,50.664839449545795,75.87387041279348,49.26132632961261,98.81089954038083,134571488.04001197,201529497.6898657,130843600,262452816
161,50.67956572094829,76.38735958303758,50.43782383419689,101.50550874918989,135136453.84011996,203685977.6798547,134491852,270487921
162,51.19324278431444,77.24803056034902,50.49142156862745,102.40257352941177,147628206.71981007,222763544.64022312,145604334,295302807
163,50.53886300630207,76.66759290075525,49.53503184713376,100.00382165605096,143060864.90056935,217023721.9000969,140219310,283081818
164,50.016197854658,75.42411799756371,50.15217391304348,100.64099378881987,135122759.80018696,203764288.6998582,135490110,271889696
165,51.44146231717108,77.25926884142437,50.09659442724458,99.97153465346534,147804078.71988717,221985039.68008488,143850868,287243012
166,51.15627880180813,77.06604262670331,50.42821782178218,99.91893564356435,143512596.79990128,216199226.39993042,141470112,280310184
167,50.74884210534288,76.19599999981091,49.06633291614518,98.24640400250156,138762051.480218,208341960.83948296,134077680,268634160
168,50.58910049974951,75.26089950047479,49.08825438027255,98.20571057754705,140402004.77007532,208874660.0805472,136236645,272554335
169,51.16145955427438,76.32315357548767,50.3519079345851,100.5956416464891,144188955.39932615,215102459.5996398,141821486,283509904
170,52.79339516571995,79.27531759437075,49.201765447667086,97.80517023959646,148956247.69970784,223674832.94061148,138822486,275956701
171,51.08375137521255,76.47824532447589,49.56157317859446,99.33010960670535,144041773.2602116,215647084.94984052,139749660,280082898
172,50.307914075634116,75.8631882419411,50.14470443349754,101.90024630541872,144527392.79966992,217944015.51998994,144058515,292744734
173,50.526024808114805,75.6388127584361,49.32860665844636,99.32182490752157,138746788.32022443,207707659.22005242,135458623,272742300
174,49.42088737206856,73.72208759964192,49.33101265822785,99.24367088607595,137273433.60015252,204773419.4002694,137023794,275663190
175,51.739550056286795,77.82452193470752,49.72716488730724,100.15361803084222,155100063.12013137,233295191.99984822,149067520,300231302
176,51.268816234584435,77.18600901927637,49.93836477987421,100.0069182389937,144611899.20024294,217715488.20031208,140859148,282085514
177,52.25231129303521,78.20100058505372,49.648508430609596,100.67595593000648,137788665.59968704,206215021.92977905,130837622,265481187
178,49.87559885397139,74.51306017182785,50.240932642487046,101.81347150259067,134378828.48027804,200759047.75975233,135363140,274314000
179,51.162213393913596,76.96320090811905,49.590225563909776,99.79323308270676,143875920.7201209,216432219.3601688,139455252,280633740
180,51.020986546955896,76.4293217489197,49.95526149968494,101.66519546027743,144451025.2796339,216387307.17011547,141433736,287653944
181,51.20938550726799,76.99015072447753,49.74859987554449,99.48164281269446,142044593.52005994,213555280.07955578,137906850,275770575
182,50.77845847566608,75.90651308298942,50.189480782198245,101.14362778152393,132385229.99032769,197896932.9498449,130849698,263692968
183,50.53304705879972,76.26744117664262,49.79877300613497,100.96932515337423,140027073.39993402,211337079.5004767,137992400,279786000
184,50.10141111102869,75.76802777780755,49.28913443830571,99.49416820135052,146907357.65975833,222167011.0500873,144525600,291736800
185,51.09080653953249,76.65738419622035,49.74450721908349,99.67482736974263,149346346.5900671,224081415.9001025,145410905,291364970
186,50.05840882701617,75.12551684079192,50.018927444794954,101.04731861198738,136714119.88019326,205174698.03975207,136520160,275795520
187,50.08010957325689,75.67303344867304,50.3014440433213,99.7280385078219,144326268.4200456,218082720.4799984,144964134,287407032
188,49.285331395222755,74.49547093029435,49.58838544990427,100.3694958519464,132835796.58966018,200783173.07016653,133652600,270519880
189,50.74755148733549,76.29427917612382,49.5980087118855,100.04107031736154,142551699.03977895,214313376.79978216,139322592,281018968
190,49.79836549374527,75.14316118033699,49.577580747308424,101.25253164556962,138636657.5999671,209195554.99961096,137934646,281882998
191,50.84590361456257,76.42604600218637,49.796817625459,100.73072215422276,151708109.08031252,228031170.63998744,148577968,300548644
192,51.02445776250176,76.58179223758931,49.1435736677116,98.64890282131661,142584785.74984542,214003223.50040907,137328768,275668440
193,50.833777158893454,76.98184958185216,50.554763447828904,100.96176279974077,140793550.09032983,213215474.0591122,140020770,279632280
194,50.637206221237676,76.295518433279,50.70904645476772,101.18704156479218,143814526.84011224,216686596.72028196,144018560,287380912
195,51.00924970700674,76.0402989450849,51.565006075334146,103.00789793438639,143237849.88025266,213526938.50051823,144798456,289254006
196,49.83189645475118,74.92643218928573,51.279819471308834,103.9103803997421,137343035.280144,206506762.77055952,141333695,286390205
197,50.48294968197754,75.63910352803573,50.55596107055961,101.39111922141119,143496572.8802288,215002336.4399569,143704106,288201823
198,51.54012075909303,77.65819436459873,50.45814696485623,101.185303514377,140268242.55009824,211349494.0000582,137323613,275379345
199,50.0506816933257,74.12396921374473,48.778051787916155,97.3094944512947,147670432.18025863,218696692.9996783,143915642,287103684
200,50.074017751440046,75.4574260353066,49.93235831809872,99.85435709932968,138869772.68989116,209265325.04945543,138476910,276925090
201,49.073220147191,73.32770232029684,49.73657612128869,99.53948199620973,137265697.54013693,205109389.14994383,139121211,278427957
202,50.33369282891587,75.82859401462959,50.236102435977514,100.39537788881948,142714692.97001603,215002196.4398543,142437988,284658143
203,51.130830449741,76.37637254908236,50.122118380062304,101.59314641744548,142300680.29976067,212560791.15017465,139493364,282740838
204,50.31553488360317,74.57951744184804,50.20790273556231,101.92401215805471,142362774.39966682,211015286.64996484,142058240,288383800
205,51.25068786133429,77.1832369942219,49.068664169787766,97.9812734082397,142039231.38017353,213910254.00000623,135991840,271551180
206,49.895937853170736,74.92599435022828,50.62540716612378,101.37825520833333,135653084.16017234,203702799.3598526,137546700,275619090
207,52.79081191593734,78.04161214975134,50.35749690210657,101.74163568773234,145869882.18013674,215642085.36060414,139146224,281129232
208,49.74617021275463,74.33812989915222,48.076384468491405,95.48758752387015,139578102.85996822,208578370.89982072,134893008,267919646
209,51.672598120550525,77.44386954106174,50.06691221608349,99.20319214241866,152271964.17012364,228216318.83964276,147540231,292338018
210,51.39274019346448,77.4674474131594,50.3154651879236,99.87615526802219,146718924.09049344,221158484.51959002,143643458,285132141
211,50.42338924227059,74.73308849043043,50.35146966854284,101.70856785490932,139404081.95981747,206612402.4899268,139205248,281190728
212,50.94381246485976,76.60897248729354,50.23809523809524,101.62818003913894,139090515.68987006,209163409.1398004,137163715,277472676
213,50.21585076321646,74.92878462422637,50.38701464035646,99.6142584341184,139554820.6402041,208234510.42040288,140030502,276837886
214,51.44030635835292,77.24309826574753,50.19314641744548,100.79003115264797,142831726.64992064,214477048.79958788,139368800,279858640
215,50.8445049218227,76.6756456280935,49.8265931372549,100.22487745098039,143303406.7199801,216107546.87953892,140434459,282480209
216,49.78343784981911,74.00371220612784,49.88721804511278,101.34774436090225,141905499.119644,210944325.48023036,142201320,288887286
217,51.26254982418734,76.25887456039787,49.53841536614646,97.86974789915966,145698214.06010595,216742668.2400646,140797886,278165006
218,50.27001724130243,75.40889655170416,50.175471698113206,100.45220125786163,139077029.69978732,208626253.19994473,138815460,277911060
219,50.61839717148776,76.0088509134613,50.3625,100.525,144311025.60002473,216698193.60024163,143581473,286592754
220,50.83956647399128,76.10554913313965,50.41379310344828,100.3742946708464,140284157.75000784,210001847.00052887,139109300,276967810
221,50.74783295707385,75.7471275395427,50.34536403235843,102.36963285625389,144509732.1198953,215697823.37011197,143363660,291508176
222,49.350000000029134,73.68058381505816,49.76346749226006,99.58415841584159,137966808.00008145,205987334.56008178,139036640,278405440
223,50.81490930375966,76.77734932733787,48.6015911872705,98.69400244798041,141987781.8002048,214532421.1506874,135720235,275603594
224,50.74952513967571,76.50043016747874,50.35372501514234,101.09267110841914,149979564.15003222,226080956.26964825,148809860,298758160
225,51.41872706417973,76.62608371537205,50.732165206508135,100.92177722152691,143299467.47988725,213550152.21937492,141386080,281260112
226,50.48413711575585,75.40390070906693,50.852448853068815,102.99566294919455,137866524.23977226,205919607.59958237,138786300,281269620
227,49.79276136365622,75.25496590903136,50.391581632653065,102.1109693877551,137412087.68005478,207679624.31983563,139064640,281793600
228,50.20360451311746,74.7356353920671,50.44112372982666,102.5451285116557,141440221.51015025,210555097.1304032,142109392,288903672
229,51.06689500270223,76.81896125787459,51.35495283018868,104.35908018867924,154251437.4396823,232037510.72046578,155121538,315224533
230,49.63258610621236,74.37693520146041,50.22020568663037,101.43038740920097,140539084.85990375,210604911.57016808,142202982,287035419
231,51.075864022782255,76.64930878173682,50.115186615186616,100.83462033462034,140091390.6003274,210234490.61963558,137456435,276570205
232,50.681580736608126,75.98331444756052,50.77407174323474,102.47954688483323,142140801.1101801,213101663.9499115,142400200,287412600
233,51.71267018791936,77.96268192497519,49.237597911227155,99.68342036553524,134997373.48032874,203523764.1202416,128536128,260226360
234,49.86596335699216,74.59165484630174,49.66456891126494,100.56513530522341,134069030.69004884,200546228.1199087,133527564,270378216
235,50.22553778266522,74.99984555970082,49.88257817485641,100.09827696234844,142689296.2999562,213072386.23958877,141714958,284376302
236,50.79889323646712,76.3920570150543,48.984848484848484,97.89148264984227,144043563.7000629,216614643.14989248,138812088,277577662
237,50.15700114667883,75.099753440467,50.47415865384615,101.79927884615384,145556419.8396803,217940686.08029026,146476816,295423136
238,50.42641055054792,75.86281536683842,49.62239902080783,99.82252141982865,143699940.4402542,216185961.499618,141408752,284463840
