ss_promo_sk,avg(ss_wholesale_cost),avg(ss_list_price),sum(ss_wholesale_cost),sum(ss_list_price)
50.0,50.37386468258216,75.62417396879678,470542.26999999996,707691.0200000003
51.0,50.85606316014082,76.3307338666667,476673.8799999999,715600.6300000004
52.0,50.46543740573144,75.8777555196554,468420.18999999925,704524.9600000003
53.0,50.52271499419646,75.93024918171264,478803.76999999984,719135.3900000004
54.0,50.108547264746846,75.03567828418238,468063.9400000003,699707.7000000007
55.0,50.40601773693775,75.69494063536202,471749.9200000004,707671.9999999995
56.0,50.851666123601625,76.31017878426701,468191.29000000015,704266.6400000002
57.0,50.63508521223673,75.81296292372888,478349.65000000043,715674.3700000006
58.0,50.554271427035125,75.7093143164693,470104.16999999963,703339.5299999998
59.0,49.87204785209355,74.59436355757776,458573.4800000002,688580.5700000003
60.0,50.643300706905976,75.84031970421925,465665.15000000043,697427.5800000003
61.0,50.02401249602886,75.04820409888026,472376.7500000005,710406.3000000005
62.0,50.77928571428571,75.93641371801854,464935.14,697475.9600000003
63.0,50.457554895512914,75.75822226930823,475663.3700000002,715081.8600000005
64.0,50.14076572173347,75.64475108225105,461646.0300000001,698957.4999999997
65.0,50.87776310183212,76.40937865730399,477640.44,718171.7500000002
66.0,50.693113197482155,76.11066417910445,475146.5500000002,713918.0299999997
67.0,49.98424210076854,75.16273679709212,468252.37999999966,703072.2399999998
68.0,50.378210866057074,75.59890157225925,468265.4700000005,702011.3999999994
69.0,50.21966065059981,74.91623659408512,464682.5200000001,691551.7799999998
70.0,50.617888098318204,75.78201012603681,469531.5299999997,703484.3999999997
71.0,50.26156704361871,75.56052728255,466678.64999999973,699312.6800000002
72.0,50.55701074811117,75.73337305809748,475084.2300000006,711742.2400000001
73.0,50.270174792039576,75.49659310634718,477415.84999999986,718425.5799999997
74.0,50.66290315767237,76.0791332840081,479727.0299999996,719784.6800000005
75.0,50.323475491254584,75.73935929241722,466096.02999999997,702179.6000000001
76.0,50.99722684534745,76.44553932705831,471877.3399999999,706586.12
77.0,50.44147678417884,75.49966706046605,469307.49999999994,702977.3999999994
78.0,50.014795785357336,75.29632635347723,460436.2099999996,694006.2399999996
79.0,50.86047263681591,76.34296959240885,470255.92999999993,708004.6999999997
80.0,50.45252895547766,75.74897991711838,474808.7500000003,712873.6500000011
81.0,50.637431606050896,75.55468397896767,471991.5000000004,704094.0999999997
82.0,50.69031206284299,75.93907490877871,471065.06999999995,707600.2999999999
83.0,50.40001619170982,75.60062621464043,466905.74999999977,700212.9999999997
84.0,50.84997249259414,76.31895584030495,480633.9399999998,720679.8999999997
85.0,50.25619017025377,75.0399411071849,469342.55999999994,700798.0099999998
86.0,50.428730362295596,75.55820913076022,471861.6299999999,706695.9300000003
87.0,51.181617333901166,76.55259507117063,480697.74999999977,720666.1300000004
88.0,50.52092058952922,75.88471378247465,459336.2099999997,689336.7399999998
89.0,50.130959153122326,75.2686995179432,468824.73,702633.3099999998
90.0,50.96022075055186,76.0610354280895,484784.57999999984,721362.8600000008
91.0,50.52021844922678,75.58752327343579,467160.4600000001,698277.5399999998
92.0,50.19833761782351,75.19988107992282,468651.6800000003,701915.6899999996
93.0,50.69409743644293,76.04597933752261,476575.21,713995.6999999998
94.0,50.925011820330965,76.23421503533955,473908.16,711875.1000000007
95.0,50.39262865090401,75.8001231527093,471019.8999999998,707821.5499999995
96.0,50.17297172347059,75.32396070431605,466658.80999999994,701567.3699999996
97.0,50.92556397396225,76.2747965395706,477223.4600000002,714160.9199999996
98.0,50.71608847624248,75.95921356893538,464305.7899999999,696394.0699999996
99.0,49.82027901077996,74.50415670931585,471399.48,704585.81
100.0,50.14604623269004,75.0830425323616,459889.39000000036,690238.4100000003
101.0,50.27408572043936,75.27677224736053,466845.1599999999,698719.0000000003
102.0,50.876935998298976,76.53135702917773,478548.46000000014,721308.04
103.0,50.42917972549442,75.54080626011871,466621.1999999999,699885.57
104.0,50.79969599657461,76.43746813751739,474570.76,713696.6399999998
105.0,50.29440987812702,75.49866289012404,470453.91000000015,706365.4900000005
106.0,50.11811772246557,75.37476749146758,469155.7000000002,706713.8200000001
107.0,50.51928333869758,75.72161712630111,470890.24000000017,705649.75
108.0,51.288891641533844,76.90739229024943,476166.07000000024,712239.36
109.0,50.8301157024793,75.80703699625639,461283.29999999964,688479.5100000005
110.0,50.257870497517715,75.52615221987315,475791.2600000002,714477.4
111.0,50.71206833761779,76.04303121312878,473447.86999999965,708949.1799999997
112.0,49.85539660510304,74.78952386024716,466995.5000000002,702124.0500000003
113.0,50.787827283310364,76.21522107941882,479894.17999999964,718785.749999999
114.0,51.246375145057485,76.73445766638582,485764.3899999999,728670.4099999998
115.0,50.132451271886346,75.16895709570957,455252.7899999999,683285.8200000001
116.0,49.84464399237127,74.53325303750665,470433.75,705457.2400000005
117.0,50.73125743967102,75.92569077522741,468807.5499999999,701249.6800000003
118.0,50.76523063811659,76.35320680489106,476533.22000000044,718101.9100000004
119.0,50.89322629473453,76.10636363636361,470711.44999999966,704897.1399999998
120.0,50.685246742149104,75.77692077408317,474515.2799999999,708741.5399999998
121.0,50.59488299363742,76.03539367102275,469166.3499999998,704011.7099999996
122.0,49.914123819517314,74.9894336060415,475681.60000000003,714949.2599999997
123.0,50.670825400259695,75.99302807775372,468401.1100000006,703695.4399999995
124.0,50.30498013102784,75.19214131607337,468389.6700000002,697031.1500000001
125.0,50.653364525733714,75.80628519817239,476344.2399999998,713412.9500000003
126.0,50.147444600583725,75.060284789644,463914.01,695808.8399999999
127.0,50.94768314920093,76.34821118145719,474985.25000000023,711488.9799999995
128.0,50.58523224485398,75.8006012931035,469380.37000000005,703429.5800000004
129.0,50.514306091806084,75.70328467153288,470995.38999999996,705251.8000000004
130.0,50.47476522497004,75.68741452758057,463307.87,692918.2800000001
131.0,50.66303092560555,75.50649594813613,468531.7100000001,698812.6199999999
132.0,51.01016698779706,76.75830584707644,476536.9800000001,716769.0599999998
133.0,51.03134634041177,76.68272884097036,473417.80000000005,711232.31
134.0,49.97915360501568,75.31453307392991,462357.1500000001,696810.0599999995
135.0,51.11309633272748,76.74863947031184,478060.7900000001,718674.2600000001
136.0,50.80396815353796,76.09576160337554,481774.0300000005,721387.8200000001
137.0,50.47511222744762,75.60255412178732,472245.1499999999,708925.1499999997
138.0,50.99652047413796,76.34956249999999,473247.71000000025,708523.94
139.0,50.11503655913981,75.2586359238955,466069.8400000002,700131.0899999999
140.0,50.5074024994613,76.09434135289669,468809.7099999998,705318.4499999995
141.0,50.51135207353568,75.79040530424551,472584.20999999985,708716.0799999997
142.0,50.2665909090909,75.71608131302293,468886.7599999999,705825.3099999997
143.0,50.266490639541175,75.54478223278934,464512.64,699015.8699999998
144.0,51.01908026216824,76.44539313757126,474834.5799999998,710712.82
145.0,49.927916441757546,74.85383925677868,462482.29000000015,692921.9900000003
146.0,50.13382700010827,74.85201968844652,463086.1600000001,691932.0699999996
147.0,50.70146346599282,76.12154600063228,481562.4999999998,722317.3499999997
148.0,50.42472060599406,75.32285056463108,459318.7799999999,687019.7200000001
149.0,50.32448840970349,75.53397233628704,466759.6299999999,698991.3800000002
150.0,50.63787661102894,75.72979734008868,479338.13999999996,717464.1000000002
151.0,50.95207115219258,76.28098422238915,474058.0699999998,710709.9299999997
152.0,50.45867950627794,75.50873015873017,474210.67000000004,708800.4500000002
153.0,50.46588247795137,75.82342163823242,474934.42000000033,715545.6299999993
154.0,50.49149983518292,75.8621984414444,459523.1399999998,691180.49
155.0,50.010855441256076,75.17838287752679,461850.2499999999,695475.2200000003
156.0,50.09535342700843,75.26920205920213,467038.97999999963,701810.0400000006
157.0,50.507529524417485,76.1150995846203,474720.26999999996,714644.6699999999
158.0,50.56802754761649,75.81995475113114,469928.68000000005,703760.8199999993
159.0,50.683776966834785,75.87386407558519,472220.7499999997,706689.1700000005
160.0,49.94069242457131,75.06124484032156,460153.54000000004,691013.8200000003
161.0,51.24870012870016,76.95035044475404,477842.88000000024,718023.72
162.0,50.63529341835078,76.05538578075968,468528.36999999976,702827.8200000002
163.0,50.25929583512238,75.50778100150441,468215.6000000001,702675.41
164.0,50.42583722192075,75.64564269443534,464674.08999999973,697377.1799999994
165.0,50.23573313628208,75.56841033755279,475883.10000000015,716388.5300000005
166.0,50.28572256817693,75.42357565329606,468361.2199999999,701363.83
167.0,50.77106781485465,76.28539181916041,471663.21999999974,708691.2900000002
168.0,50.74259152524283,76.29258958177347,475407.3400000001,713259.4200000002
169.0,50.721225330730846,76.57332035895774,467751.13999999984,708226.6400000001
170.0,50.72694095477381,75.82865239294713,484543.7399999994,722495.4000000003
171.0,50.29805740700927,75.43335774283871,467872.5300000002,700474.1600000003
172.0,50.381081081081135,75.69246983449011,471617.3000000005,708859.9799999999
173.0,50.42578896625603,75.59696248660235,470724.74000000005,705319.6599999999
174.0,49.93536048791117,74.89116653959263,458506.48000000033,687575.7999999999
175.0,50.479959423384955,75.68132089552235,472744.8200000001,709890.7899999996
176.0,50.0240496046789,75.26681162563715,461872.0500000003,694035.2700000001
177.0,49.89188034188036,75.00813694783453,461150.65000000014,694500.34
178.0,50.920017286084715,76.43548655362355,471315.6800000001,707716.1700000004
179.0,50.439286019666525,75.8462004063737,471909.96,709237.8200000004
180.0,50.301460019423764,75.51002270024864,466143.63,698543.2200000002
181.0,51.02736115639607,76.61093648031324,469502.75000000023,704360.95
182.0,50.656282205898485,76.087704070407,462035.95000000007,691637.2299999996
183.0,50.49513002364069,75.91246319183232,469907.6800000003,706365.4699999997
184.0,50.5718744662682,76.04746819202394,473757.3200000005,711271.97
185.0,50.3882518977868,75.47272348160818,471281.31999999995,705820.9099999998
186.0,50.596253207869964,75.79932187099529,473176.1599999999,709784.8499999999
187.0,50.27915987124468,75.27049553907342,468601.7700000004,700241.42
188.0,50.28311473661761,75.63773138779425,471555.05,710162.6600000001
189.0,50.66339070567984,76.03565208042149,470966.8799999998,707207.6000000002
190.0,50.79621618720485,76.07032915192455,473217.55000000034,709507.9600000003
191.0,50.671742238344144,75.98728338484494,474946.23999999964,712988.6800000002
192.0,50.60139403620874,75.64379358140535,475147.09,709463.1400000007
193.0,50.40469033232629,76.02084285406333,467150.67000000004,705321.3799999997
194.0,49.910784230606154,74.62674571945126,470958.1599999997,701715.2900000003
195.0,50.09818421052633,74.99190631578948,475932.7500000001,712423.1100000001
196.0,50.37362233651733,75.92816713851306,479909.5000000006,724126.929999999
197.0,50.30980663281839,75.57960345759051,465717.8799999999,699489.2300000002
198.0,50.68991465149357,76.22357939632542,463255.1299999997,696988.4099999997
199.0,50.46148798814687,75.4723858943132,476810.5999999998,712685.7399999996
200.0,50.28745868644071,75.40908061785863,474713.6100000003,712766.6299999998
201.0,50.7373014145811,76.07039070978945,466275.8000000003,700912.58
202.0,50.62449310971054,76.09055751738897,473895.88000000035,711066.26
203.0,50.61167374230518,75.97396941701182,476863.18999999936,715446.8700000002
204.0,49.89380552866509,74.83461530207103,463862.7099999993,697383.7799999999
205.0,49.938808173745535,74.65313180944247,466778.0399999995,698902.6200000003
206.0,50.70834908164344,76.09967211375216,477621.9399999996,717163.3100000004
207.0,50.74251382437512,76.22958802739126,458813.8099999999,690182.6900000004
208.0,50.312017682349214,75.43457698370989,478014.47999999986,717759.9999999997
209.0,50.7471123451517,76.08919157536431,475195.9600000005,715314.4899999999
210.0,51.08103879169839,76.72082008277071,470098.8000000003,704450.5700000008
211.0,50.41359650989571,75.7668511632848,473786.97999999986,713193.3699999998
212.0,50.26534596643206,75.21984257062758,464200.47000000003,697588.8200000002
213.0,50.66340653511562,75.91198093220343,477553.26999999984,716609.1000000004
214.0,50.66283363802555,76.11059933168053,471113.6899999996,706078.0300000003
215.0,51.04628465608467,76.42851902748411,482387.39000000013,723013.7899999997
216.0,50.40921903534219,75.59896777658439,469259.42000000045,703826.3900000006
217.0,49.95088710551995,75.01376276341522,460597.1299999995,690576.7000000004
218.0,50.62049392015497,75.91620283018871,470416.2500000002,708146.3400000003
219.0,50.299375464684005,75.1503942195303,473568.6199999999,707240.3599999996
220.0,50.60266379310352,75.90411358237964,469592.7200000006,703023.9000000001
221.0,50.69808878454808,76.2657542436212,475091.79000000004,714381.3199999998
222.0,50.27436036611331,75.55474731354394,472377.8900000006,710139.0699999995
223.0,50.73100700053849,75.88033415974998,471037.3999999999,703941.8600000006
224.0,50.54029232386962,75.98190070474388,480638.1800000001,722359.93
225.0,51.064513527851496,76.76148784888042,481283.0400000003,723323.5000000002
226.0,49.70938054042509,74.6024096770755,465428.9300000001,699994.4099999995
227.0,50.6725484464653,75.74103437059523,468062.32999999996,698559.5599999998
228.0,50.31419375398344,75.43221453655427,473657.82000000007,708836.5200000005
229.0,50.72480636833045,76.2594541343669,471537.7999999998,708297.8099999998
230.0,50.83640280135821,76.30281439676287,479082.2599999998,716559.7300000001
231.0,50.34554733727814,75.47371771898395,476470.26000000036,716019.1600000007
232.0,50.23964373072428,75.676937559834,472403.3700000004,711438.8899999994
233.0,51.04549562363237,77.01273422144578,466555.82999999984,705282.6200000005
234.0,50.70487127225917,75.80082957231893,472670.81,705402.52
235.0,50.60311684108317,76.01391622698392,469040.2899999999,705941.2399999998
236.0,50.432241397677615,75.65766886852767,473407.4499999998,710122.8800000007
237.0,50.816677859618665,76.11937832266469,469139.5699999995,701592.3100000004
238.0,50.435636580344585,75.65991960017384,465470.49000000017,696373.9
239.0,50.53429590967196,75.69725473505001,474415.9700000004,711402.7999999999
240.0,50.38234369990383,75.76067554608412,471427.59000000014,711013.9399999995
241.0,50.7672436449806,76.05865615210111,471323.0899999999,704074.98
242.0,51.147098534289114,76.44812747723621,478071.93000000034,713643.27
243.0,50.288850339403076,75.31776493464405,466730.81999999995,697216.5499999999
244.0,50.2645402670112,75.34746689632907,466857.05,699902.6200000007
245.0,50.33139334424443,75.16321658483358,461287.2200000002,688870.8799999998
246.0,50.22121509273075,75.79331377360506,471175.43999999994,710410.7300000003
247.0,50.7234390112843,76.18928425577643,471981.6000000004,708941.2899999997
248.0,50.59203282557391,76.11533297644533,471618.93,710917.2099999994
249.0,51.18476510067112,76.92753409828973,472844.8599999998,710656.5600000005
250.0,50.23747732365812,75.22312326722114,470775.40000000026,705442.4499999998
251.0,50.62426705526767,75.9280742183274,468983.20999999973,701803.1900000001
252.0,49.80678004291845,74.98630868167204,464199.18999999994,699622.2600000001
253.0,50.849464456487105,76.24674123788215,478544.3100000001,715728.1599999997
254.0,50.44385408832065,75.92865297785424,469480.95000000024,706288.3300000002
255.0,50.96863597153335,76.31870540045267,472683.1300000003,708008.6299999994
256.0,50.76928715820835,76.4605204342273,477180.53000000026,718423.0499999997
257.0,50.893538361929444,76.20024095083741,471630.42000000016,705233.2300000002
258.0,49.838151495588605,74.64110370768408,463195.7800000005,694535.4700000004
259.0,50.065526790450924,74.7353708412799,471867.58999999997,705352.4299999997
260.0,50.66443060876972,75.69793385793284,476042.9900000003,711863.3700000005
261.0,49.83131649940651,75.30654908306369,461786.8100000002,698091.7100000004
262.0,51.07274720596058,76.39777553406317,479828.4599999997,718826.6700000004
263.0,50.0806544165055,74.80550547327756,466050.57000000024,697037.7000000003
264.0,50.4150021276596,75.78437978723404,473901.0200000002,712373.17
265.0,50.69293397745574,75.98037343062556,472204.6800000002,708061.0999999996
266.0,50.66528808804486,76.19977507533366,469565.8899999998,708048.3100000004
267.0,50.365195814003684,75.61835853131753,466835.0000000002,700226.0000000003
268.0,50.53348184641751,75.48079630822063,471831.1200000003,703330.0599999998
269.0,50.63167258255352,76.1228242385104,470722.6600000001,707257.1600000001
270.0,50.913271007951835,76.34685358255454,473798.8999999998,710712.8600000002
271.0,50.358176889550315,75.36385652127768,473719.3699999998,710153.6199999996
272.0,50.1880132027257,75.47078038379536,471365.8199999998,707915.9200000005
273.0,50.78536753770979,76.10143859649123,478093.44999999995,715734.03
274.0,50.6213530542503,75.43869950844199,474018.3499999998,705955.3500000001
275.0,50.38564492137697,75.64478906084382,474229.69000000006,713632.9400000006
276.0,50.888040423692146,76.47656138453213,470816.14999999973,707025.8099999996
277.0,50.476551388738756,75.33218547341116,467059.52999999974,696973.38
278.0,50.36657510729614,75.4321375524702,469416.48000000004,700839.9900000006
279.0,50.60672265241577,75.68112044512326,464013.0400000002,693693.1499999998
280.0,50.234393761350276,75.19928617157495,470244.1599999999,704767.7100000004
281.0,50.52539685930992,75.92088895986376,472968.24000000017,713124.9100000003
282.0,50.33019055684945,75.53694708994715,475418.9799999999,713824.1500000006
283.0,50.54106382978723,75.9877605633804,465584.2799999999,701367.0300000011
284.0,50.35071098700464,75.47323668384882,468815.4700000002,702806.7800000003
285.0,50.22143833422319,75.28866374706263,470323.77000000014,704852.4700000003
286.0,50.08095524310401,74.9351002465959,466604.26000000007,698919.6799999999
287.0,50.35683347713546,75.22604159931021,466908.56,698022.4399999994
288.0,50.40589066206599,75.98443832361205,467464.23000000004,703463.9300000004
289.0,50.30115961945035,75.13600759653939,475848.9700000003,712139.0800000003
290.0,50.75614016402176,76.19455581593529,476549.40000000026,715314.4900000005
291.0,50.639253587491986,76.07298809906725,472869.35000000015,709532.7600000002
292.0,50.04044401544402,75.23068636899028,466577.10000000003,702579.3800000002
293.0,50.54628531826416,75.9382941864172,474073.6099999996,714503.4099999995
294.0,50.290505333477,75.24746424346705,466746.18000000005,699726.1700000002
295.0,51.1980642425527,76.58643615891226,482951.33999999956,720984.7100000001
296.0,50.68561690743715,76.15535102739727,473657.0900000002,711595.6000000001
297.0,50.83983751210585,76.36751933820368,472454.6099999997,710828.8699999999
298.0,50.20576553491345,75.26527073118746,470227.19999999943,706138.7700000007
299.0,50.030421895283425,74.99655902365268,462481.22,694393.1400000001
300.0,50.29597043701804,75.5080349860485,469563.18000000046,703583.8699999999
301.0,50.35136705110573,75.27434911870883,475870.77000000025,708933.8199999997
302.0,50.4077594869054,75.85796537721737,471564.58999999997,709878.8400000002
303.0,50.617304511671676,76.0438526645768,483547.1099999995,727739.67
304.0,50.64103832155853,75.93128825165854,473088.5799999998,709653.8200000008
305.0,50.70359418729816,75.77618980932887,471036.3899999999,703430.3699999999
306.0,50.21948986194995,74.88243190661477,465635.11,692812.2599999999
307.0,50.7392255173885,75.99156942511516,475629.49999999977,709837.2500000007
308.0,50.41573084624302,75.64540654699047,478394.87000000005,716361.9999999998
309.0,50.93718309859151,76.52865130174987,477383.2799999996,717226.5199999998
310.0,50.6199847428073,75.86462835999563,464488.97999999975,697120.07
311.0,50.16308624906945,75.25967971908923,471683.50000000006,707290.4700000007
312.0,50.461312380547874,75.63865198425367,475244.6399999999,710927.6900000003
313.0,50.79606617647056,75.89237467588586,469762.0199999997,702459.8199999995
314.0,50.52305042108717,75.63672978001536,461932.25,691092.8000000003
315.0,50.98155602988262,76.75898216383641,477697.1800000001,718694.3500000003
316.0,50.79619011895828,76.12701854034934,473979.2499999997,710341.2099999997
317.0,50.71858211313598,76.09664529689961,481471.4999999999,724059.5799999997
318.0,50.187979200875795,75.14155815734753,458467.19000000035,686718.6999999991
319.0,50.835119965724026,76.10701145732942,474596.6799999995,710763.3799999994
320.0,50.553939748775825,75.83219478445987,474903.7100000001,712443.4700000004
321.0,50.40012024908744,75.4858720430107,469426.72000000044,702018.6099999995
322.0,50.480220928979385,75.63768990410514,468405.96999999974,701993.3999999999
323.0,50.44877531340404,75.75326974600794,470838.4199999999,706853.7600000001
324.0,50.4542863387978,75.88658661718156,461656.71999999986,695197.0200000003
325.0,50.98792668203273,76.56118105055378,464551.0000000002,698161.4099999999
326.0,50.404690064794835,75.5936860252128,466747.43000000017,701585.0
327.0,50.57186514699616,76.12680200876167,474768.6699999999,712470.7400000005
328.0,50.15938863221232,75.2557062937063,466833.43000000005,699501.79
329.0,50.55651291316825,75.92387956669491,475686.23000000004,714899.2499999992
330.0,50.48505042998196,75.64265852363252,475518.6900000001,712175.6300000001
331.0,50.41336034575904,75.82242545375979,466575.6499999999,701812.3700000006
332.0,50.700111253744126,76.03574163191107,473944.6400000001,711010.2200000003
333.0,49.991323321362515,74.81888500981891,459370.27000000014,685789.9000000001
334.0,50.57884025319174,75.73261331901188,471445.3700000002,705070.6300000006
335.0,50.488008235804095,76.21068149755835,465903.3400000002,702281.4300000003
336.0,50.55978668390433,75.64547693300356,469295.94,703427.2900000002
337.0,50.04709708426783,75.03593950406155,468590.96999999974,702036.2499999998
338.0,50.18012981346129,75.40746811989108,460001.24999999965,691863.5200000006
339.0,50.56276413171726,75.79991544471802,471396.65,708198.6100000006
340.0,50.5466860277509,76.0231611725545,469932.54000000015,708003.7000000001
341.0,50.49809650334787,75.96859421522758,475136.5900000001,714408.6600000001
342.0,50.570810666095554,75.6555037013196,472230.2300000003,705184.95
343.0,50.68761803938173,76.06154131355936,478795.2399999999,718020.9500000003
344.0,50.44115666338695,75.51408917475202,461385.2600000004,692690.7400000002
345.0,50.51570881226056,75.5834213608774,474645.60000000027,709803.9099999996
346.0,50.73447573990535,76.02995156851948,461125.64999999973,690732.1099999995
347.0,50.54282271762212,75.74073593533976,476113.39000000036,712190.1399999998
348.0,50.96348071595994,76.1163965020796,478343.23,713743.4500000004
349.0,50.61635836909875,75.8532041232685,471744.4600000003,706420.8899999995
350.0,50.06525380440568,75.00708071891964,470463.1900000002,705291.5800000014
351.0,50.73053056392593,75.97187211176785,471388.08999999973,706918.2699999999
352.0,50.001970432946166,74.9400453634349,473518.6600000002,710356.6899999995
353.0,50.120638506876254,75.13334205648238,459205.2900000002,689047.8799999999
354.0,50.69384094037913,75.9026467483108,478701.9400000002,718949.8699999999
355.0,50.67233054074631,75.73984657236129,465729.3899999993,696049.1900000003
356.0,50.53152386058982,75.83042883114106,471206.4600000001,709090.3400000001
357.0,50.105939004815376,75.40550754091343,468239.9999999997,704966.0899999997
358.0,50.15089536479778,75.40307798262344,474979.12999999983,711654.25
359.0,50.967695610174964,76.27404810479973,474866.02000000014,710340.2099999998
360.0,50.634758368313406,76.01151322865134,470447.53999999986,706755.0500000002
361.0,50.33782040291471,75.15393152302251,469752.54000000004,700209.1800000007
362.0,50.75678350515464,76.5749755567626,467723.76,704872.6499999997
363.0,50.24577739467726,75.35546676704669,466331.05999999965,700655.1300000001
364.0,50.56778550786683,75.80861839991435,472454.8199999998,707825.0700000003
365.0,50.5423073611709,75.31705787261562,469639.12,698866.9800000003
366.0,50.20316243928766,75.3185528157639,465132.30000000016,699483.3999999993
367.0,50.76030869565223,76.29137622682664,466994.8400000005,699591.9200000003
368.0,50.4732018097643,75.77878781512605,479697.3099999999,721414.06
369.0,50.5735325678721,75.73812680732571,471294.7500000001,707166.8900000002
370.0,50.5534086307938,76.09347547290797,474443.73999999976,712006.6499999999
371.0,50.49161839129966,75.64884768354291,468915.6599999999,703761.2299999997
372.0,50.82752231422735,76.56404969344955,472645.1300000001,711815.9700000004
373.0,50.359995704467345,75.54755786540933,468952.2799999999,705009.8099999999
374.0,50.32758446851873,75.36971508140529,469204.0700000001,703651.6599999998
375.0,50.760344863731646,76.05239723154364,484253.6899999999,725235.6600000001
376.0,50.04986900993345,74.9112330712102,458506.8500000004,685887.2500000006
377.0,50.190810374515735,75.29057195174492,466373.0100000002,698997.6699999998
378.0,50.05703799935041,74.73475813449019,462376.85999999975,689054.4699999996
379.0,50.55671209357226,75.8189187157737,471137.9999999999,706101.5900000005
380.0,50.35216060573744,75.76319205722211,472152.20999999996,709673.8199999996
381.0,50.26208700322237,75.5039430719656,467940.03000000026,702941.7099999997
382.0,50.41795011192834,75.29360370923048,472970.7899999998,706404.5900000004
383.0,50.65759046778465,76.24196956329953,459160.4000000001,691362.1800000002
384.0,50.51645257021724,75.80183976261138,476622.7299999997,715266.160000001
385.0,50.0785018283502,75.29166612955204,465629.91000000015,700890.12
386.0,50.30988032345014,75.3019076823757,466624.14,699855.9299999997
387.0,50.83920379450014,76.1687765107109,476973.4100000003,714691.6300000004
388.0,50.80807533594327,76.3475179249262,480187.1199999999,724079.86
389.0,51.13663365282218,76.56379369138959,480172.9900000002,718474.6399999999
390.0,50.535796650203935,75.37895397489535,470690.40999999945,702607.2299999996
391.0,50.29823241460043,75.36806479022839,472652.4900000002,709590.3300000003
